"","rmeans_nexpr","rmeans_texpr","gene"
"204321_at",340.909581395349,279.538488372093,"NEO1"
"204322_at",235.916653488372,204.083341860465,"GOLIM4"
"204323_x_at",1358.53039534884,1291.65265116279,"LOC101930150 /// NF1"
"204324_s_at",383.077790697674,362.570069767442,"GOLIM4"
"204325_s_at",2198.78402325581,2032.26772093023,"LOC101930150 /// NF1"
"204326_x_at",2202.17379069767,1108.23073255814,"MT1X"
"204327_s_at",1109.52490697674,1083.74248837209,"ZNF202"
"204328_at",704.104209302326,764.769,"TMC6"
"204329_s_at",164.150093023256,127.373276744186,"ZNF202"
"204330_s_at",197.68196744186,287.915304651163,"MRPS12"
"204331_s_at",159.156823255814,232.617709302326,"MRPS12"
"204332_s_at",636.317790697674,775.749860465116,"AGA"
"204333_s_at",539.622465116279,596.894848837209,"AGA"
"204334_at",2534.56488372093,2030.41418604651,"KLF7"
"204335_at",39.5365,37.1006162790698,"CCDC94"
"204336_s_at",838.470697674419,801.144046511628,"RGS19"
"204337_at",421.616790697674,631.59323255814,"RGS4"
"204338_s_at",195.509634883721,181.189097674419,"RGS4"
"204339_s_at",469.536930232558,416.487279069767,"RGS4"
"204340_at",1028.10248837209,927.740720930233,"TMEM187"
"204341_at",835.543255813953,695.071604651163,"TRIM16"
"204342_at",803.087581395349,938.935255813954,"SLC25A24"
"204343_at",93.1285069767442,162.760544186047,"ABCA3"
"204344_s_at",255.847418604651,214.416665116279,"SEC23A"
"204345_at",163.560488372093,269.363106976744,"COL16A1"
"204346_s_at",211.1459,208.493806976744,"RASSF1"
"204347_at",668.997930232558,473.663604651163,"AK4 /// LOC100507855"
"204348_s_at",1763.76520930233,1692.00162790698,"AK4 /// LOC100507855"
"204349_at",616.898590697674,636.2295,"MED7"
"204350_s_at",754.033744186047,602.577125581395,"MED7"
"204351_at",329.97923255814,977.229744186047,"S100P"
"204352_at",109.18553255814,223.744281395349,"TRAF5"
"204353_s_at",182.007913953488,181.591386046512,"POT1"
"204354_at",717.918232558139,843.693488372093,"POT1"
"204355_at",478.737558139535,408.437302325581,"DHX30"
"204356_at",78.4228465116279,67.4999441860465,"LIMK1"
"204357_s_at",43.307411627907,43.7446488372093,"LIMK1"
"204358_s_at",602.201139534884,568.463186046512,"FLRT2 /// LOC100506718"
"204359_at",976.024488372093,797.189279069767,"FLRT2 /// LOC100506718"
"204360_s_at",709.247395348837,627.308093023256,"NAGLU"
"204361_s_at",132.354097674419,104.384027906977,"SKAP2"
"204362_at",288.179374418605,125.786141860465,"SKAP2"
"204363_at",390.244976744186,188.573769767442,"F3"
"204364_s_at",876.655627906977,889.906395348837,"REEP1"
"204365_s_at",2240.37260465116,2215.4466744186,"REEP1"
"204366_s_at",2146.89788372093,1947.74458139535,"GTF3C2"
"204367_at",1543.95690697674,1489.87393023256,"SP2"
"204368_at",813.994558139535,731.590488372093,"SLCO2A1"
"204369_at",263.960197674419,279.792302325581,"PIK3CA"
"204370_at",2121.4023255814,1979.12418604651,"CLP1"
"204371_s_at",982.499976744186,966.808558139535,"KHSRP"
"204372_s_at",1542.7301627907,1721.52581395349,"KHSRP"
"204373_s_at",557.591441860465,693.815860465116,"CEP350"
"204374_s_at",57.3651744186047,49.9838279069767,"GALK1"
"204375_at",149.713513953488,140.464504651163,"CLSTN3"
"204376_at",85.6437279069767,84.7912395348837,"VPRBP"
"204377_s_at",493.786427906977,422.086790697674,"VPRBP"
"204378_at",858.085627906977,899.373395348837,"BCAS1"
"204379_s_at",102.200844186047,196.490711627907,"FGFR3"
"204380_s_at",516.797676744186,533.886958139535,"FGFR3"
"204381_at",257.372186046512,203.322325581395,"LRP3"
"204382_at",242.981376744186,239.261134883721,"NAT9"
"204383_at",158.545709302326,160.8407,"DGCR14 /// TSSK2"
"204384_at",77.8586325581395,72.9131853488372,"GOLGA2"
"204385_at",669.739,575.455837209302,"KYNU"
"204386_s_at",1659.5935744186,1823.11813953488,"MRPL57"
"204387_x_at",1441.29688372093,1461.50434883721,"MRPL57"
"204388_s_at",1544.28002325581,419.526595348837,"MAOA"
"204389_at",923.043186046512,449.137302325581,"MAOA"
"204390_at",26.3438809302326,22.7002937209302,""
"204391_x_at",1219.05911627907,1356.40539534884,"TRIM24"
"204392_at",396.288965116279,261.02556744186,"CAMK1"
"204393_s_at",459.071827906977,484.044255813953,"ACPP"
"204394_at",1244.63146511628,1121.66534883721,"SLC43A1"
"204395_s_at",614.816627906977,516.480418604651,"GRK5"
"204396_s_at",770.381202325581,523.282655813954,"GRK5"
"204397_at",531.054255813953,560.57123255814,"EML2"
"204398_s_at",453.75288372093,480.705651162791,"EML2"
"204399_s_at",27.6149153488372,28.8845604651163,"EML2"
"204400_at",647.280488372093,686.715174418605,"EFS"
"204401_at",941.137093023256,1075.61504651163,"KCNN4"
"204402_at",417.352841860465,471.495893023256,"RHBDD3"
"204403_x_at",1705.06793023256,1763.09751162791,"FAM115A /// LOC100294033"
"204404_at",3193.96255813953,3214.73953488372,"SLC12A2"
"204405_x_at",1254.26623255814,1176.29111627907,"DIMT1"
"204406_at",773.286930232558,778.186744186047,"FLT1"
"204407_at",850.184302325581,892.257860465116,"TTF2"
"204408_at",233.436297674419,197.095344186047,"APEX2"
"204409_s_at",137.818869767442,131.765519302326,"EIF1AY"
"204410_at",123.764851162791,113.679286046512,"EIF1AY"
"204411_at",229.014023255814,205.855511627907,"KIF21B"
"204412_s_at",431.951069767442,382.591860465116,"NEFH"
"204413_at",76.9732325581395,55.1647465116279,"TRAF2"
"204414_at",163.798193023256,180.653327906977,"LARGE"
"204415_at",122.980123255814,389.979553488372,"IFI6"
"204416_x_at",1494.81497674419,1992.84941860465,"APOC1"
"204417_at",1324.66046511628,1370.29260465116,"GALC"
"204418_x_at",2379.98841860465,1901.89593023256,"GSTM2"
"204419_x_at",858.391276744186,232.218060465116,"HBG1 /// HBG2"
"204420_at",174.094572093023,177.082853488372,"FOSL1"
"204421_s_at",269.473825581395,170.302713953488,"FGF2"
"204422_s_at",307.776560465116,134.453746511628,"FGF2"
"204423_at",87.7160418604651,81.0050279069767,"MKLN1"
"204424_s_at",3331.99874418605,2021.07658139535,"LMO3"
"204425_at",185.946502325581,209.569244186047,"ARHGAP4"
"204426_at",224.638037209302,223.129258139535,"TMED2"
"204427_s_at",70.9833302325581,81.7548837209302,"TMED2"
"204428_s_at",60.4540139534884,52.1987093023256,"LCAT"
"204429_s_at",1659.72174418605,1507.55660465116,"SLC2A5"
"204430_s_at",329.165209302326,271.066581395349,"SLC2A5"
"204431_at",541.935790697674,521.778002325581,"TLE2"
"204432_at",525.216539534884,588.535372093023,"SOX12"
"204433_s_at",243.288488372093,226.086302325581,"SPATA2"
"204434_at",1686.91669767442,1510.48851162791,"SPATA2"
"204435_at",256.707606976744,398.745125581395,"NUPL1"
"204436_at",628.398279069767,606.738930232558,"PLEKHO2"
"204437_s_at",1786.07513953488,1506.11939534884,"FOLR1"
"204438_at",1708.69658139535,1234.55639534884,"MRC1"
"204439_at",542.487220930233,699.806372093023,"IFI44L"
"204440_at",1819.28509302326,1279.51037209302,"CD83"
"204441_s_at",325.097069767442,400.35688372093,"POLA2"
"204442_x_at",358.134069767442,271.486662790698,"LTBP4"
"204443_at",196.216806976744,165.663344186047,"ARSA"
"204444_at",274.715672093023,386.382662790698,"KIF11"
"204445_s_at",458.722911627907,346.791006976744,"ALOX5"
"204446_s_at",531.642720930233,619.125581395349,"ALOX5"
"204447_at",502.327860465116,405.380860465116,"LZTS3"
"204448_s_at",903.573279069767,758.617348837209,"PDCL"
"204449_at",584.541023255814,554.203348837209,"PDCL"
"204450_x_at",1115.96058139535,1006.66762790698,"APOA1"
"204451_at",534.937860465116,794.263860465116,"FZD1"
"204452_s_at",331.804186046512,324.922306976744,"FZD1"
"204453_at",85.1953976744186,72.7810348837209,"ZNF84"
"204454_at",2080.90597674419,1856.7933255814,"LDOC1"
"204455_at",660.981869767442,1315.0111627907,"DST"
"204456_s_at",24.7523672093023,21.7074097674419,"GAS1"
"204457_s_at",1493.90651162791,1020.79193023256,"GAS1"
"204458_at",182.750372093023,169.911272093023,"PLA2G15"
"204459_at",974.466395348837,847.337279069767,"CSTF2"
"204460_s_at",511.164,504.642604651163,"RAD1"
"204461_x_at",579.428465116279,773.59711627907,"RAD1"
"204462_s_at",3234.28869767442,2638.58502325581,"SLC16A2"
"204463_s_at",222.884595348837,312.639195348837,"EDNRA"
"204464_s_at",1475.06793023256,1381.80558139535,"EDNRA"
"204465_s_at",1160.20758139535,1025.86681395349,"INA"
"204466_s_at",677.713790697674,549.92211627907,"SNCA"
"204467_s_at",1199.56730232558,1050.89737209302,"SNCA"
"204468_s_at",44.8495441860465,39.9699023255814,"TIE1"
"204469_at",1056.7478372093,1039.82690697674,"PTPRZ1"
"204470_at",779.680930232558,729.262604651163,"CXCL1"
"204471_at",248.320141860465,292.98486744186,"GAP43"
"204472_at",3611.9823255814,3298.6376744186,"GEM"
"204473_s_at",841.868953488372,788.202488372093,"ZNF592"
"204474_at",199.801697674419,199.89493255814,"ZNF142"
"204475_at",102.088848837209,406.674809302326,"MMP1"
"204476_s_at",230.771697674419,169.783753488372,"PC"
"204477_at",485.189348837209,560.213930232558,"RABIF"
"204478_s_at",2784.09255813953,2772.8688372093,"RABIF"
"204479_at",459.05583255814,512.349558139535,"OSTF1"
"204480_s_at",1592.73565116279,1447.11353488372,"C9orf16"
"204481_at",331.744209302326,393.914720930233,"BRPF1"
"204482_at",747.972186046512,345.06766744186,"CLDN5"
"204483_at",140.716644186047,96.0522906976744,"ENO3"
"204484_at",2108.73653488372,1849.93953488372,"PIK3C2B"
"204485_s_at",606.941209302326,847.606674418605,"TOM1L1"
"204486_at",222.834048837209,211.483213953488,"KCNQ1OT1 /// LOC101927338"
"204487_s_at",39.4973860465116,37.104223255814,"KCNQ1"
"204488_at",298.605393023256,298.883830232558,"DOLK"
"204489_s_at",1170.69034883721,1442.86304651163,"CD44"
"204490_s_at",444.1583,422.481488372093,"CD44"
"204491_at",126.629462790698,191.423644186047,"PDE4D"
"204492_at",566.933,467.634534883721,"ARHGAP11A"
"204493_at",512.35068372093,557.274558139535,"BID"
"204494_s_at",452.533558139535,410.211325581395,"C15orf39"
"204495_s_at",690.871302325581,726.371069767442,"C15orf39"
"204496_at",1075.25453488372,1106.92381395349,"STRN3"
"204497_at",152.629913953488,162.684379069767,"ADCY9"
"204498_s_at",224.250511627907,250.47508372093,"ADCY9"
"204499_at",160.800804651163,146.425823255814,"AGTPBP1"
"204500_s_at",733.411,689.876604651163,"AGTPBP1"
"204501_at",393.387139534884,402.363837209302,"NOV"
"204502_at",484.803093023256,417.441690697674,"SAMHD1"
"204503_at",199.097204651163,171.264846511628,"EVPL"
"204504_s_at",229.821902325581,224.620113953488,"HIRIP3"
"204505_s_at",900.06576744186,799.798837209302,"DMTN"
"204506_at",1015.41220930233,911.518906976744,"PPP3R1"
"204507_s_at",414.03611627907,350.181595348837,"PPP3R1"
"204508_s_at",47.1887348837209,214.852630232558,"CA12"
"204509_at",811.496302325581,874.807139534884,"CA12"
"204510_at",1258.47448837209,1636.02325581395,"CDC7"
"204511_at",425.643962790698,441.71288372093,"FARP2"
"204512_at",398.866213953488,478.781841860465,"HIVEP1"
"204513_s_at",515.335488372093,482.070279069767,"ELMO1"
"204514_at",236.899004651163,274.698674418605,"DPH2"
"204515_at",257.242765116279,261.023606976744,"HSD3B1"
"204516_at",426.888048837209,451.075946511628,"ATXN7"
"204517_at",2125.48374418605,2370.12576744186,"PPIC"
"204518_s_at",161.890853488372,203.244211627907,"PPIC"
"204519_s_at",756.886720930233,741.545465116279,"PLLP"
"204520_x_at",921.654255813953,1039.13213953488,"BRD1"
"204521_at",619.905534883721,633.365744186047,"FAM216A"
"204522_at",193.13766744186,171.706948837209,"DXO"
"204523_at",242.679534883721,250.27163255814,"ZNF140"
"204524_at",283.018211627907,236.606623255814,"LOC101060747 /// PDPK1"
"204525_at",450.221302325581,420.304976744186,"PHF14"
"204526_s_at",1616.45751162791,1460.67253488372,"TBC1D8"
"204527_at",1441.92069767442,1259.74769767442,"MYO5A"
"204528_s_at",1539.71572093023,1634.8778372093,"NAP1L1"
"204529_s_at",566.821418604651,496.608209302326,"TOX"
"204530_s_at",365.736181395349,446.974818604651,"TOX"
"204531_s_at",311.127211627907,340.47868372093,"BRCA1"
"204532_x_at",1783.59872093023,1702.3736744186,"UGT1A1 /// UGT1A10 /// UGT1A4 /// UGT1A6 /// UGT1A8 /// UGT1A9"
"204533_at",1715.108,2301.34241860465,"CXCL10"
"204534_at",552.578293023256,450.647530232558,"SEBOX /// VTN"
"204535_s_at",420.574255813953,429.981860465116,"REST"
"204536_s_at",121.678346511628,114.229797674419,""
"204537_s_at",781.933395348837,461.542,"GABRE /// MIR224 /// MIR452"
"204538_x_at",518.196186046512,505.888069767442,"NPIPA1"
"204539_s_at",311.168655813953,289.732776744186,"CELSR1"
"204540_at",532.161046511628,550.702604651163,"EEF1A2"
"204541_at",370.931053488372,326.2174,"SEC14L2"
"204542_at",579.751860465116,576.184255813953,"ST6GALNAC2"
"204543_at",201.070169767442,237.653351162791,"RAPGEF1"
"204544_at",293.562572093023,326.433965116279,"HPS5"
"204545_at",85.220588372093,73.0216162790698,"PEX6"
"204546_at",152.946206976744,145.550358139535,"KIAA0513"
"204547_at",264.156795348837,271.27658372093,"RAB40B"
"204548_at",79.1875255813953,69.5538488372093,"STAR"
"204549_at",598.085023255814,633.939279069767,"IKBKE"
"204550_x_at",1931.75960465116,1711.20441860465,"GSTM1"
"204551_s_at",159.934781395349,107.762951162791,"AHSG"
"204552_at",174.907455813953,148.501244186047,"INPP4A"
"204553_x_at",118.332465116279,102.860546511628,"INPP4A"
"204554_at",208.492409302326,243.371706976744,"PPP1R3D"
"204555_s_at",90.970723255814,75.1414906976744,"PPP1R3D"
"204556_s_at",845.226232558139,661.827139534884,"DZIP1"
"204557_s_at",45.7849395348837,58.5666627906977,"DZIP1"
"204558_at",198.356369767442,224.196713953488,"RAD54L"
"204559_s_at",46.4365906976744,63.5717088372093,"LSM7"
"204560_at",79.0674162790698,68.1015790697674,"FKBP5"
"204561_x_at",244.457906976744,201.899041860465,"APOC2 /// APOC4 /// APOC4-APOC2"
"204562_at",1089.89390697674,1054.91165116279,"IRF4"
"204563_at",1081.32909302326,1104.7943255814,"SELL"
"204564_at",969.493651162791,1062.58011627907,"PCGF3"
"204565_at",1062.57874418605,881.446069767442,"ACOT13"
"204566_at",987.777790697674,921.974441860465,"PPM1D"
"204567_s_at",903.450674418605,1033.68811627907,"ABCG1"
"204568_at",1206.3976744186,1132.58511627907,"ATG14"
"204569_at",348.545697674419,327.87653255814,"ICK"
"204570_at",1209.27055116279,275.077760465116,"COX7A1"
"204571_x_at",802.036488372093,797.901093023256,"PIN4"
"204572_s_at",1383.67595348837,1242.20809302326,"PIN4"
"204573_at",1395.3723255814,1357.40197674419,"CROT"
"204574_s_at",1510.90160465116,1414.11386046512,"MMP19"
"204575_s_at",311.480255813953,252.603209302326,"MMP19"
"204576_s_at",927.407837209302,891.830348837209,"CLUAP1"
"204577_s_at",600.151558139535,555.436697674419,"CLUAP1"
"204578_at",87.4088534883721,70.7220558139535,"PPIP5K1"
"204579_at",135.22498372093,206.174848837209,"FGFR4"
"204580_at",1385.82458139535,1354.90895348837,"MMP12"
"204581_at",152.535034883721,139.585958139535,"CD22"
"204582_s_at",74.0667627906977,66.8834558139535,"KLK3"
"204583_x_at",361.80588372093,287.682744186047,"KLK3"
"204584_at",631.982348837209,587.724906976744,"L1CAM"
"204585_s_at",183.70716744186,193.240913953488,"L1CAM"
"204586_at",429.128093023256,356.348186046512,"BSN"
"204587_at",1440.66702325581,1709.59913953488,"SLC25A14"
"204588_s_at",1249.81402325581,1247.90953488372,"SLC7A7"
"204589_at",1747.85548837209,1048.58034883721,"NUAK1"
"204590_x_at",185.745104651163,148.574353488372,"VPS33A"
"204591_at",504.671681395349,326.88408372093,"CHL1"
"204592_at",369.663348837209,332.409920930233,"DLG4"
"204593_s_at",553.840186046512,442.033162790698,"MIEF1"
"204594_s_at",1601.94946511628,1541.0138372093,"MIEF1"
"204595_s_at",832.211279069767,805.680651162791,"STC1"
"204596_s_at",556.719951162791,460.797518604651,"STC1"
"204597_x_at",740.344627906977,743.698720930233,"STC1"
"204598_at",237.806,266.63511627907,"UBOX5"
"204599_s_at",687.382418604651,731.586674418605,"MRPL28"
"204600_at",404.313534883721,599.651348837209,"EPHB3"
"204601_at",71.322188372093,59.2161139534884,"N4BP1"
"204602_at",1636.12853488372,1718.60181395349,"DKK1"
"204603_at",894.743593023256,721.013837209302,"EXO1"
"204604_at",842.987023255814,946.101441860465,"CDK14"
"204605_at",838.081813953488,855.139511627907,"CGRRF1"
"204606_at",167.999574418605,196.577046511628,"CCL21"
"204607_at",253.018976744186,451.29288372093,"HMGCS2"
"204608_at",396.242697674419,381.084813953488,"ASL"
"204609_at",116.784530232558,141.143439534884,"CCDC85B"
"204610_s_at",174.16563255814,138.48323255814,"CCDC85B"
"204611_s_at",219.820276744186,176.008281395349,"PPP2R5B"
"204612_at",842.108674418605,831.913720930233,"PKIA"
"204613_at",2027.97097674419,1968.66560465116,"PLCG2"
"204614_at",672.407069767442,564.940813953488,"SERPINB2"
"204615_x_at",929.544139534884,1172.28788372093,"IDI1"
"204616_at",295.734065116279,327.350141860465,"UCHL3"
"204617_s_at",126.891741860465,111.203453488372,"ACD"
"204618_s_at",610.557209302326,691.295860465116,"GABPB1"
"204619_s_at",1178.456,1669.19823255814,"VCAN"
"204620_s_at",2363.29674418605,3062.09286046512,"VCAN"
"204621_s_at",234.247730232558,171.524153488372,"NR4A2"
"204622_x_at",2371.51720930233,2071.59265116279,"NR4A2"
"204623_at",456.041823255814,1104.20833488372,"TFF3"
"204624_at",1686.2153255814,1359.34120930233,"ATP7B"
"204625_s_at",142.560858139535,123.495565116279,"ITGB3"
"204626_s_at",816.323186046512,649.534395348837,"ITGB3"
"204627_s_at",90.9940790697674,113.93458372093,"ITGB3"
"204628_s_at",858.404372093023,858.580674418605,"ITGB3"
"204629_at",2294.97858139535,2120.52679069767,"PARVB"
"204630_s_at",1280.27104651163,1635.75406976744,"GOSR1"
"204631_at",542.058674418605,455.914255813954,"MYH2"
"204632_at",1906.64565116279,1818.60409302326,"RPS6KA4"
"204633_s_at",248.233060465116,303.756255813953,"RPS6KA5"
"204634_at",866.375395348837,875.694790697674,"NEK4"
"204635_at",911.668255813953,1012.64376744186,"RPS6KA5"
"204636_at",139.248997674419,121.642981395349,"COL17A1"
"204637_at",937.565348837209,1050.84737209302,"CGA"
"204638_at",659.479790697674,876.963627906977,"ACP5"
"204639_at",596.218860465116,500.346488372093,"ADA"
"204640_s_at",1185.56323255814,1139.05744186047,"SPOP"
"204641_at",154.810876744186,253.968081395349,"NEK2"
"204642_at",1646.37206976744,878.297209302326,"S1PR1"
"204643_s_at",117.964823255814,109.32053255814,"ENOX2"
"204644_at",398.806213953488,394.809209302326,"ENOX2"
"204645_at",493.661627906977,591.207069767442,"CCNT2"
"204646_at",1007.68262790698,860.635279069767,"DPYD"
"204647_at",322.159311627907,395.204786046512,"HOMER3"
"204648_at",118.749325581395,98.538423255814,"NPR1"
"204649_at",601.076790697674,632.259604651163,"TROAP"
"204650_s_at",1602.79869767442,1486.55527906977,"APBB3 /// MIR6831"
"204651_at",1882.58462790698,1820.39220930233,"NRF1"
"204652_s_at",145.7863,106.21033255814,"NRF1"
"204653_at",1289.71125581395,2564.36755813954,"TFAP2A"
"204654_s_at",235.926409302326,205.616881395349,"TFAP2A"
"204655_at",837.777837209302,830.876674418605,"CCL5"
"204656_at",404.567813953488,317.124162790698,"SHB"
"204657_s_at",816.322720930233,715.621395348837,"SHB"
"204658_at",1213.80969767442,1139.82090697674,"TRA2A"
"204659_s_at",220.444274418605,213.148451162791,"GFER"
"204660_at",140.265665116279,129.4237,"GFER"
"204661_at",584.224906976744,580.746534883721,"CD52"
"204662_at",412.849472093023,594.754006976744,"CCP110"
"204663_at",715.566,467.835186046512,"ME3"
"204664_at",138.124748837209,116.561697674419,"ALPP"
"204665_at",2090.13790697674,1859.93046511628,"SIKE1"
"204666_s_at",650.95163255814,577.499641860465,"SIKE1"
"204667_at",874.248953488372,1184.72246511628,"FOXA1"
"204668_at",799.673186046512,625.151069767442,"RNF24"
"204669_s_at",101.271509302326,89.8906441860465,"RNF24"
"204670_x_at",3209.43488372093,3128.41225581395,"HLA-DRB1 /// HLA-DRB4 /// LOC100996809"
"204671_s_at",441.097465116279,454.346262790698,"ANKRD6"
"204672_s_at",642.364325581395,648.216346511628,"ANKRD6"
"204673_at",603.719837209302,595.347093023256,"MUC2"
"204674_at",340.602488372093,340.189139534884,"LRMP"
"204675_at",903.106388372093,1148.77821162791,"SRD5A1"
"204676_at",353.082990697674,335.521095348837,"TMEM186"
"204677_at",397.722441860465,208.558409302326,"CDH5"
"204678_s_at",116.085541860465,119.056762790698,"KCNK1"
"204679_at",689.519093023256,859.84476744186,"KCNK1"
"204680_s_at",2062.72318604651,1988.8443255814,"RAPGEF5"
"204681_s_at",553.519790697674,490.670744186047,"RAPGEF5"
"204682_at",1433.89690697674,1227.35379069767,"LTBP2"
"204683_at",669.90661627907,529.000860465116,"ICAM2"
"204684_at",232.757918604651,237.359837209302,"NPTX1"
"204685_s_at",265.460804651163,282.277679069767,"ATP2B2"
"204686_at",1545.86279069767,1338.93258139535,"IRS1"
"204687_at",2466.69953488372,1994.53662790698,"PARM1"
"204688_at",1420.97781395349,1005.94044186047,"SGCE"
"204689_at",1013.26765116279,958.480046511628,"HHEX"
"204690_at",1881.5511627907,1530.56981395349,"STX8"
"204691_x_at",1735.0283255814,1702.495,"PLA2G6"
"204692_at",873.117255813954,916.85811627907,"LRCH4 /// SAP25"
"204693_at",825.698558139535,766.532930232558,"CDC42EP1"
"204694_at",85.1132209302326,79.9050209302326,"AFP"
"204695_at",141.342995348837,128.142244186047,"CDC25A"
"204696_s_at",352.314218604651,267.180746511628,"CDC25A"
"204697_s_at",242.132223255814,414.030693023256,"CHGA"
"204698_at",120.94923255814,104.781725581395,"ISG20"
"204699_s_at",444.269906976744,525.569837209302,"DIEXF"
"204700_x_at",656.349069767442,766.217674418605,"DIEXF"
"204701_s_at",169.805962790698,164.744595348837,"STOML1"
"204702_s_at",357.604395348837,418.228790697674,"NFE2L3"
"204703_at",1707.08241860465,1503.63244186047,"IFT88"
"204704_s_at",58.4795127906977,53.7533069767442,"ALDOB"
"204705_x_at",197.349758139535,177.916888372093,"ALDOB"
"204706_at",444.328209302326,493.506581395349,"INPP5E"
"204707_s_at",78.3956534883721,101.689160465116,"MAPK4"
"204708_at",115.921286046512,125.810018604651,"MAPK4"
"204709_s_at",34.5179446511628,65.7152986046512,"KIF23"
"204710_s_at",1579.91974418605,1346.7736744186,"WIPI2"
"204711_at",473.717837209302,450.229186046512,"KIAA0753"
"204712_at",697.651930232558,795.363255813954,"WIF1"
"204713_s_at",1007.22130232558,1043.4661627907,"F5"
"204714_s_at",257.391588372093,274.494558139535,"F5"
"204715_at",657.191011627907,759.350418604651,"PANX1"
"204716_at",1523.07841860465,1463.3393255814,"CCDC6"
"204717_s_at",745.036953488372,628.498604651163,"SLC29A2"
"204718_at",1302.79648837209,1162.45455813953,"EPHB6"
"204719_at",2230.19888372093,607.579723255814,"ABCA8"
"204720_s_at",398.931862790698,452.235511627907,"DNAJC6"
"204721_s_at",426.012023255814,403.809511627907,"DNAJC6"
"204722_at",230.399362790698,208.233248837209,"SCN3B"
"204723_at",646.544906976744,684.961,"SCN3B"
"204724_s_at",116.404353488372,110.96018372093,"COL9A3"
"204725_s_at",803.579465116279,783.199325581395,"NCK1"
"204726_at",158.52358372093,183.521946511628,"CDH13"
"204727_at",571.051441860465,536.46923255814,"WDHD1"
"204728_s_at",742.781860465116,798.614767441861,"WDHD1"
"204729_s_at",846.114720930233,732.874930232558,"STX1A"
"204730_at",579.693418604651,539.699860465116,"RIMS3"
"204731_at",1831.09353488372,817.04106744186,"TGFBR3"
"204732_s_at",395.731220930233,431.272193023256,"TRIM23"
"204733_at",1066.78034883721,947.710534883721,"KLK6"
"204734_at",305.9412,845.909869767442,"KRT15"
"204735_at",1352.929,1009.73009302326,"PDE4A"
"204736_s_at",223.522169767442,156.541862790698,"CSPG4"
"204737_s_at",30.876468372093,22.6023411627907,"MYH6 /// MYH7"
"204738_s_at",446.226569767442,287.66523255814,"KRIT1"
"204739_at",895.466837209302,911.086558139535,"CENPC"
"204740_at",429.212186046512,412.142139534884,"CNKSR1"
"204741_at",885.559465116279,809.044186046512,"BICD1"
"204742_s_at",274.60371627907,244.030758139535,"PDS5B"
"204743_at",453.620930232558,460.240644186046,"TAGLN3"
"204744_s_at",1047.86948837209,1402.46718604651,"IARS"
"204745_x_at",1633.75223255814,1499.17011627907,"MT1G"
"204746_s_at",234.275058139535,220.119125581395,"PICK1"
"204747_at",667.955325581395,620.979,"IFIT3"
"204748_at",1067.08558139535,884.259720930233,"PTGS2"
"204749_at",666.116720930233,752.514488372093,"NAP1L3"
"204750_s_at",141.561969767442,120.734974418605,"DSC2"
"204751_x_at",712.853441860465,776.640720930233,"DSC2"
"204752_x_at",3222.28395348837,2970.68065116279,"PARP2"
"204753_s_at",233.648318604651,151.706379069767,"HLF"
"204754_at",606.092325581395,414.249906976744,"HLF"
"204755_x_at",1129.12006976744,761.447981395349,"HLF"
"204756_at",192.869795348837,153.204179069767,"MAP2K5"
"204757_s_at",409.941465116279,384.874465116279,"C2CD2L"
"204758_s_at",214.053441860465,199.143186046512,"C2CD2L"
"204759_at",1405.518,1003.64218604651,"RCBTB2"
"204760_s_at",595.81968372093,443.14263255814,"NR1D1 /// THRA"
"204761_at",147.668758139535,186.240837209302,"USP6NL /// USP6NL-IT1"
"204762_s_at",2852.37953488372,2517.35162790698,"GNAO1"
"204763_s_at",1746.82327906977,1565.4276744186,"GNAO1"
"204764_at",437.404627906977,371.008265116279,"CHURC1-FNTB /// FNTB"
"204765_at",1200.68888372093,1250.25774418605,"ARHGEF5"
"204766_s_at",56.7295674418605,53.0932093023256,"NUDT1"
"204767_s_at",523.795655813954,730.547069767442,"FEN1"
"204768_s_at",909.942302325581,895.289372093023,"FEN1"
"204769_s_at",493.117530232558,494.918634883721,"TAP2"
"204770_at",943.843906976744,770.946162790698,"TAP2"
"204771_s_at",834.104744186046,884.618093023256,"TTF1"
"204772_s_at",473.998093023256,487.506418604651,"TTF1"
"204773_at",499.688441860465,274.053125581395,"IL11RA"
"204774_at",1162.11702325581,1204.12281395349,"EVI2A"
"204775_at",50.9699860465116,53.2249,"CHAF1B"
"204776_at",778.936279069767,616.255,"THBS4"
"204777_s_at",1004.44260465116,927.947674418605,"MAL"
"204778_x_at",366.038786046512,262.331265116279,"HOXB7"
"204779_s_at",630.065325581395,468.029720930233,"HOXB7"
"204780_s_at",577.939837209302,664.138186046512,"FAS"
"204781_s_at",213.107309302326,290.684197674419,"FAS"
"204782_at",311.95088372093,215.95873255814,""
"204783_at",1096.24581395349,1107.98093023256,"MLF1"
"204784_s_at",647.137069767442,740.556813953488,"MLF1"
"204785_x_at",452.375055813954,364.632365116279,"IFNAR2"
"204786_s_at",294.030358139535,313.463974418605,"IFNAR2"
"204787_at",1367.46046511628,1054.16569767442,"VSIG4"
"204788_s_at",937.910186046512,746.118558139535,"PPOX"
"204789_at",144.084323255814,125.378544186047,"FMNL1"
"204790_at",1169.17030232558,821.375511627907,"SMAD7"
"204791_at",526.371162790698,479.861441860465,"NR2C1"
"204792_s_at",402.022558139535,377.813069767442,"IFT140"
"204793_at",1050.56704651163,975.125279069767,"GPRASP1"
