"","rmeans_nexpr","rmeans_texpr","gene"
"209249_s_at",2223.33935813953,2068.99727906977,"GHITM"
"209250_at",2210.13713953488,2411.43334883721,"DEGS1"
"209251_x_at",2846.81081395349,3801.5353255814,"TUBA1C"
"209252_at",621.774348837209,706.906751162791,"HARS2"
"209253_at",708.156139534884,604.295372093023,"SORBS3"
"209254_at",257.624574418605,276.494325581395,"KLHDC10"
"209255_at",1784.62795348837,1669.23206976744,"KLHDC10"
"209256_s_at",469.848930232558,387.280341860465,"KLHDC10"
"209257_s_at",835.197046511628,653.79423255814,"SMC3"
"209258_s_at",184.493106976744,227.136790697674,"SMC3"
"209259_s_at",559.117488372093,641.260093023256,"SMC3"
"209260_at",197.030023255814,189.060011627907,"SFN"
"209261_s_at",35.2387139534884,30.1204279069767,"NR2F6"
"209262_s_at",89.0849,148.427841860465,"NR2F6"
"209263_x_at",951.284113953488,691.521604651163,"TSPAN4"
"209264_s_at",145.214997674419,113.442827906977,"TSPAN4"
"209265_s_at",462.732779069767,746.311741860465,"METTL3"
"209266_s_at",48.3976379069767,35.5731869767442,"SLC39A8"
"209267_s_at",168.513676744186,261.351713953488,"SLC39A8"
"209268_at",332.458541860465,286.864106976744,"VPS45"
"209269_s_at",126.730474418605,127.950560465116,"SYK"
"209270_at",630.58023255814,598.657395348837,"LAMB3"
"209271_at",675.572395348837,779.595860465116,"BPTF"
"209272_at",2154.7883255814,1795.03927906977,"NAB1"
"209273_s_at",881.330137209302,578.495962790698,"ISCA1"
"209274_s_at",366.611604651163,263.874488372093,"ISCA1"
"209275_s_at",314.793597674419,420.4903,"CLN3"
"209276_s_at",672.004209302326,602.986837209302,"GLRX"
"209277_at",565.006604651163,450.349279069767,"TFPI2"
"209278_s_at",154.565918604651,113.887858139535,"TFPI2"
"209279_s_at",65.0977046511628,55.4539837209302,"NSDHL"
"209280_at",530.884674418605,552.809372093023,"MRC2"
"209281_s_at",1037.98288372093,1035.38353488372,"ATP2B1"
"209282_at",196.262106976744,255.542151162791,"PRKD2"
"209283_at",2399.77388372093,1415.5813255814,"CRYAB"
"209284_s_at",1095.92797674419,1222.11311627907,"FAM208A"
"209285_s_at",927.344162790698,761.668274418605,"FAM208A"
"209286_at",289.483886046512,289.844388372093,"CDC42EP3"
"209287_s_at",554.021674418605,517.297767441861,"CDC42EP3"
"209288_s_at",555.273162790698,603.838627906977,"CDC42EP3"
"209289_at",3199.88569767442,2751.7556744186,"NFIB"
"209290_s_at",2221.76113953488,1736.30263953488,"NFIB"
"209291_at",2122.69513953488,1529.44618604651,"ID4"
"209292_at",866.073046511628,827.300441860465,"ID4"
"209293_x_at",556.923527906977,539.895623255814,"ID4"
"209294_x_at",280.961393023256,323.38578372093,"TNFRSF10B"
"209295_at",457.469534883721,405.262858139535,"TNFRSF10B"
"209296_at",3148.08346511628,2810.05348837209,"PPM1B"
"209297_at",1370.89206511628,581.687960465116,"ITSN1"
"209298_s_at",925.52778372093,220.194492093023,"ITSN1"
"209299_x_at",119.903637209302,134.772993023256,"PPIL2"
"209300_s_at",1033.46690697674,1098.44511627907,"NECAP1"
"209301_at",370.536920930233,662.881606976744,"CA2"
"209302_at",1172.43637209302,1540.21276744186,"POLR2H"
"209303_at",797.416209302326,663.221744186047,"NDUFS4"
"209304_x_at",253.258406976744,180.4621,"GADD45B"
"209305_s_at",589.975860465116,512.43888372093,"GADD45B"
"209306_s_at",434.789979069767,448.229830232558,"SWAP70"
"209307_at",1064.37455813953,1024.89462790698,"SWAP70"
"209308_s_at",708.416460465116,730.175837209302,"BNIP2"
"209309_at",649.741069767442,1432.94518139535,"AZGP1"
"209310_s_at",285.317181395349,276.66361627907,"CASP4"
"209311_at",750.636686046512,437.301886046512,"BCL2L2"
"209312_x_at",3321.3008372093,3590.05288372093,"HLA-DQB1 /// HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809 /// LOC101060835"
"209313_at",411.139581395349,383.550581395349,"GPN1"
"209314_s_at",535.242518604651,528.153395348837,"HBS1L"
"209315_at",132.440779069767,131.444325581395,"HBS1L"
"209316_s_at",1356.0543255814,1191.85855813953,"HBS1L"
"209317_at",650.561697674419,707.583790697674,"POLR1C"
"209318_x_at",1313.00672093023,931.506953488372,"PLAGL1"
"209320_at",1287.89439534884,1077.90602325581,"ADCY3"
"209321_s_at",1019.35109302326,1033.51193023256,"ADCY3"
"209322_s_at",158.288941860465,155.903304651163,"SH2B1"
"209323_at",2194.80588372093,1889.51302325581,"PRKRIR"
"209324_s_at",540.822372093023,458.753186046512,"RGS16"
"209325_s_at",211.577469767442,211.22306744186,"RGS16"
"209326_at",595.517372093023,832.548837209302,"SLC35A2"
"209327_s_at",37.0755651162791,37.4751976744186,"NOP16"
"209328_x_at",183.537586046512,209.704462790698,"HIGD2A"
"209329_x_at",369.088420930233,275.278160465116,"HIGD2A"
"209330_s_at",566.16758372093,691.439972093023,"HNRNPD"
"209331_s_at",819.719906976744,819.368209302326,"MAX"
"209332_s_at",2742.24604651163,2787.95534883721,"MAX"
"209333_at",563.823953488372,454.145255813953,"ULK1"
"209334_s_at",1588.22748837209,1344.85479069767,"PSMD9"
"209335_at",3226.909,2212.65088372093,"DCN"
"209336_at",206.37928372093,212.757158139535,"PWP2"
"209337_at",1810.54630232558,1725.70286046512,"PSIP1"
"209338_at",769.793697674419,712.879441860465,"TFCP2"
"209339_at",202.375497674419,187.401137209302,"SIAH2"
"209340_at",1352.87251162791,1181.61739534884,"UAP1"
"209341_s_at",480.451511627907,513.811886046512,"IKBKB"
"209342_s_at",103.503704651163,102.642439534884,"IKBKB"
"209343_at",1543.83827906977,1840.97702325581,"EFHD1"
"209344_at",480.322511627907,587.073325581395,"TPM4"
"209345_s_at",1266.50102325581,1141.45765116279,"PI4K2A"
"209346_s_at",108.166504651163,85.6571511627907,"PI4K2A"
"209347_s_at",59.9582953488372,55.1097697674419,"MAF"
"209348_s_at",1209.86972093023,915.682023255814,"MAF"
"209349_at",194.3619,202.21478372093,"RAD50"
"209350_s_at",328.611593023256,267.507018604651,"GPS2"
"209351_at",578.617404651163,1429.47972093023,"KRT14"
"209352_s_at",125.177904651163,102.583153488372,"SIN3B"
"209353_s_at",724.817627906977,684.251674418605,""
"209354_at",481.705069767442,535.41876744186,"TNFRSF14"
"209355_s_at",231.353044186047,135.100388372093,"PPAP2B"
"209356_x_at",1236.9108372093,889.862511627907,"EFEMP2"
"209357_at",391.851581395349,198.269890697674,"CITED2"
"209358_at",661.205372093023,726.834534883721,"TAF11"
"209359_x_at",130.334295348837,110.491351162791,"LOC100506403 /// LOC101928269 /// RUNX1"
"209360_s_at",264.453048837209,736.706395348837,"LOC100506403 /// LOC101928269 /// RUNX1"
"209361_s_at",835.706162790698,702.711372093023,"PCBP4"
"209362_at",954.001302325581,950.380790697674,"LOC101928625 /// MED21"
"209363_s_at",893.96811627907,827.041279069767,"LOC101928625 /// MED21"
"209364_at",729.028720930233,628.732090697674,"BAD"
"209365_s_at",1228.81176744186,1179.80706976744,"ECM1"
"209366_x_at",2215.00072093023,1466.08530232558,"CYB5A"
"209367_at",176.725872093023,128.493895348837,"STXBP2"
"209368_at",129.808253488372,109.675460465116,"EPHX2"
"209369_at",1051.40688372093,983.610348837209,"ANXA3"
"209370_s_at",405.983395348837,473.279497674419,"SH3BP2"
"209371_s_at",1228.1681627907,1085.79855813953,"SH3BP2"
"209372_x_at",172.608795348837,153.738365116279,"TUBB2A /// TUBB2B"
"209373_at",327.048139534884,278.368906976744,"MALL"
"209374_s_at",243.525718604651,705.155176744186,"IGHM"
"209375_at",1276.91688372093,1141.34913953488,"XPC"
"209376_x_at",814.632209302326,959.082930232558,"SCAF11"
"209377_s_at",2539.39,2842.76651162791,"HMGN3"
"209378_s_at",1514.95823255814,1691.05053488372,"CCSER2"
"209379_s_at",1347.34544186047,1214.4136744186,"CCSER2"
"209380_s_at",1490.33711627907,1587.15946511628,"ABCC5"
"209381_x_at",315.872697674419,267.300723255814,"SF3A2"
"209382_at",691.349093023256,753.985488372093,"POLR3C"
"209383_at",2788.91604651163,2439.64186046512,"DDIT3"
"209384_at",1191.3543255814,1117.33509302326,"PROSC"
"209385_s_at",870.76588372093,707.701348837209,"PROSC"
"209386_at",2585.1418372093,2822.95269767442,"TM4SF1"
"209387_s_at",1471.20693023256,1565.5948372093,"TM4SF1"
"209388_at",709.379886046512,709.256069767442,"PAPOLA"
"209389_x_at",2229.56004651163,2025.37839534884,"DBI"
"209390_at",606.131651162791,603.3009,"TSC1"
"209391_at",157.240402325581,257.918123255814,"DPM2"
"209392_at",2482.62879069767,1560.82818604651,"ENPP2"
"209393_s_at",590.219860465116,617.699406976744,"EIF4E2"
"209394_at",154.454618604651,140.316902325581,"ASMTL"
"209395_at",191.718569767442,454.137851162791,"CHI3L1"
"209396_s_at",323.941186046512,408.4,"CHI3L1"
"209397_at",582.62176744186,704.546597674419,"ME2"
"209398_at",303.366753488372,415.312820930233,"HIST1H1C"
"209399_at",346.652390697674,336.788909302326,"HLCS"
"209400_at",313.143993023256,314.511909302326,"SLC12A4"
"209401_s_at",524.688460465116,615.948604651163,"SLC12A4"
"209402_s_at",243.263337209302,200.173348837209,"SLC12A4"
"209403_at",201.069046511628,258.416488372093,"LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H"
"209404_s_at",95.456223255814,153.529888372093,"TMED7 /// TMED7-TICAM2"
"209405_s_at",75.0455325581395,66.9431558139535,"FAM3A"
"209406_at",284.408339534884,287.556511627907,"BAG2"
"209407_s_at",438.269479069767,384.961211627907,"DEAF1"
"209408_at",1293.49251162791,1307.79406976744,"KIF2C"
"209409_at",2665.06204651163,2548.97679069767,"GRB10"
"209410_s_at",539.815093023256,531.535630232558,"GRB10"
"209411_s_at",370.729209302326,433.992860465116,"GGA3"
"209412_at",43.7824976744186,39.7223325581395,"LOC102724200 /// TRAPPC10"
"209413_at",376.32183255814,304.635427906977,"B4GALT2"
"209414_at",191.022220930233,151.264409302326,"FZR1"
"209415_at",645.678465116279,581.69988372093,"FZR1"
"209416_s_at",950.253697674419,885.121744186046,"FZR1"
"209417_s_at",618.136162790698,608.902046511628,"IFI35"
"209418_s_at",671.677674418605,625.740348837209,"THOC5"
"209419_at",238.913172093023,196.474548837209,"THOC5"
"209420_s_at",1156.20006976744,984.486046511628,"SMPD1"
"209421_at",697.024697674419,780.23488372093,"MSH2"
"209422_at",450.659369767442,610.375262790698,"PHF20"
"209423_s_at",1746.96388372093,1472.51055813953,"PHF20"
"209424_s_at",140.478688372093,134.903695348837,"AMACR /// C1QTNF3-AMACR"
"209425_at",330.006713953488,316.591769767442,"AMACR /// C1QTNF3-AMACR"
"209426_s_at",515.192946511628,599.003162790698,"AMACR /// C1QTNF3-AMACR"
"209427_at",48.1171488372093,52.4053720930233,"SMTN"
"209428_s_at",244.57388372093,225.629604651163,"ZFPL1"
"209429_x_at",847.153418604651,794.86376744186,"EIF2B4"
"209430_at",994.311558139535,1182.96753488372,"BTAF1"
"209431_s_at",212.430151162791,267.345462790698,"PATZ1"
"209432_s_at",307.517511627907,268.140790697674,"CREB3"
"209433_s_at",1220.22579069767,1172.93646511628,"PPAT"
"209434_s_at",408.831348837209,467.416255813954,"PPAT"
"209435_s_at",2167.69127906977,1537.87425581395,"ARHGEF2"
"209436_at",2330.41660465116,1796.5513255814,"SPON1"
"209437_s_at",816.698953488372,882.095651162791,"SPON1"
"209438_at",2008.2113255814,1905.59590697674,"PHKA2"
"209439_s_at",151.987876744186,97.7167023255814,"PHKA2"
"209440_at",1781.18441860465,1704.38886046512,"PRPS1"
"209441_at",184.430486046512,174.306186046512,"RHOBTB2"
"209442_x_at",1204.49390697674,1195.9941627907,"ANK3"
"209443_at",343.632255813953,348.689906976744,"SERPINA5"
"209444_at",513.287248837209,682.753604651163,"RAP1GDS1"
"209445_x_at",1402.55453488372,1320.74681395349,"COA1"
"209446_s_at",42.2952813953488,52.554988372093,""
"209447_at",191.225095348837,195.379474418605,"SYNE1"
"209448_at",403.094451162791,670.667955813953,"HTATIP2"
"209449_at",819.911209302326,827.906046511628,"LSM2"
"209450_at",421.103327906977,443.342558139535,"OSGEP"
"209451_at",402.271948837209,502.068423255814,"TANK"
"209452_s_at",1373.18425581395,932.57323255814,"VTI1B"
"209453_at",431.615906976744,443.475720930233,"SLC9A1"
"209454_s_at",145.149355813953,143.295372093023,"TEAD3"
"209455_at",1194.48558139535,1040.50509302326,"FBXW11"
"209456_s_at",795.051162790698,759.677372093023,"FBXW11"
"209457_at",191.729430232558,180.979448837209,"DUSP5"
"209458_x_at",3201.27093023256,529.027395348837,"HBA1 /// HBA2"
"209459_s_at",86.3015090697674,279.718721395349,"ABAT"
"209460_at",91.4331953488372,125.035118604651,"ABAT"
"209461_x_at",54.2205674418605,49.3928860465116,"WDR18"
"209462_at",94.1888744186047,86.2560953488372,"APLP1"
"209463_s_at",60.8879209302326,57.4697395348837,"TAF12"
"209464_at",61.5212302325581,63.4775720930233,"AURKB"
"209465_x_at",513.646674418605,751.137720930233,"PTN"
"209466_x_at",2367.41230232558,2542.55697674419,"PTN"
"209467_s_at",1719.08809302326,1627.19179069767,"MKNK1"
"209468_at",131.584602325581,118.575379069767,"LRP5"
"209469_at",160.239346511628,219.905702325581,"GPM6A"
"209470_s_at",226.20711627907,282.451386046512,"GPM6A"
"209471_s_at",1124.57627906977,1005.6848372093,"FNTA"
"209472_at",1404.58734883721,1320.05739534884,"CCBL2"
"209473_at",1067.68051162791,954.698651162791,"ENTPD1"
"209474_s_at",101.118490697674,118.589460465116,"ENTPD1"
"209475_at",581.730418604651,686.207720930233,"MIR6125 /// USP15"
"209476_at",2322.04986046512,2341.24360465116,"TMX1"
"209477_at",289.354279069767,386.23326744186,"EMD"
"209478_at",345.246093023256,286.96011627907,"STRA13"
"209479_at",899.272348837209,738.670309302326,"CCDC28A"
"209480_at",576.808139534884,749.404395348837,"HLA-DQB1"
"209481_at",1893.88579069767,1462.77409302326,"SNRK"
"209482_at",285.616123255814,255.832137209302,"POP7"
"209483_s_at",248.332606976744,269.732923255814,"NSL1"
"209484_s_at",2006.07423255814,1988.59788372093,"NSL1"
"209485_s_at",817.360511627907,432.027453488372,"OSBPL1A"
"209486_at",152.283188372093,156.119239534884,"UTP3"
"209487_at",1452.52081627907,677.869327906977,"RBPMS"
"209488_s_at",172.276041860465,130.281848837209,"RBPMS"
"209489_at",1697.63537209302,1619.1006744186,"CELF1"
"209490_s_at",468.462372093023,510.386534883721,"EGFL8 /// PPT2"
"209491_s_at",773.849093023256,722.915744186046,"AMPD3 /// CAND1.11"
"209492_x_at",1096.35230232558,995.382418604651,"ATP5I"
"209493_at",2177.93913953488,769.331953488372,"PDZD2"
"209494_s_at",908.121627906977,801.975604651163,"PATZ1"
"209495_at",1372.68351162791,1280.01425581395,"CEP250"
"209496_at",1860.44246744186,422.026602325581,"RARRES2"
"209497_s_at",1751.76751162791,1570.63113953488,"RBM4B"
"209498_at",868.615,1002.43972093023,"CEACAM1"
"209499_x_at",829.019209302326,753.920651162791,"TNFSF12-TNFSF13 /// TNFSF13"
"209500_x_at",1232.45306976744,1163.69193023256,"TNFSF12-TNFSF13 /// TNFSF13"
"209501_at",604.28311627907,637.565790697674,"CDR2 /// LOC101060399"
"209502_s_at",350.298465116279,367.228093023256,"BAIAP2"
"209503_s_at",740.259279069767,1070.9076744186,"PSMC5"
"209504_s_at",917.647604651163,991.444279069768,"PLEKHB1"
"209505_at",1064.63166744186,1134.56931395349,"NR2F1"
"209506_s_at",679.938930232558,643.639674418605,"NR2F1 /// NR2F2"
"209507_at",284.848534883721,302.540697674419,"RPA3"
"209508_x_at",1322.04237674419,1091.36886046512,"CFLAR"
"209509_s_at",1070.49693023256,987.362279069767,"DPAGT1"
"209510_at",400.081758139535,633.553881395349,"RNF139"
"209511_at",304.32163255814,353.77451627907,"POLR2F"
"209512_at",691.93233255814,216.519658139535,"HSDL2"
"209513_s_at",1240.61736744186,435.283213953488,"HSDL2"
"209514_s_at",745.972744186046,815.172976744186,"RAB27A"
"209515_s_at",754.687395348837,564.185813953488,"RAB27A"
"209516_at",206.132523255814,188.428611627907,"SMYD5"
"209517_s_at",1032.56925581395,942.899186046512,"ASH2L"
"209518_at",400.910139534884,375.960325581395,"SMARCD1"
"209519_at",486.5758,465.108686046512,"NCBP1"
"209520_s_at",975.986279069767,856.667837209302,"NCBP1"
"209521_s_at",1019.21876744186,1118.55474418605,"AMOT"
"209522_s_at",694.890325581395,700.718302325581,"CRAT"
"209523_at",1044.23609302326,1088.67727906977,"TAF2"
"209524_at",301.360781395349,513.845041860465,"HDGFRP3"
"209525_at",1470.8173255814,1362.99734883721,"HDGFRP3"
"209526_s_at",627.362279069767,756.48676744186,"HDGFRP3"
"209527_at",587.223488372093,684.145976744186,"EXOSC2"
"209528_s_at",71.2289558139535,64.1957720930233,"TELO2"
"209529_at",179.098846511628,391.826027906977,"PPAP2C"
"209530_at",1087.93548837209,1221.66613953488,"CACNB3"
"209531_at",181.80941627907,186.349476744186,"GSTZ1"
"209532_at",187.9425,198.984446511628,"PLAA"
"209533_s_at",335.0335,335.289441860465,"PLAA"
"209534_x_at",1478.84555813953,1267.97941860465,"AKAP13"
"209535_s_at",1169.743,1080.62558139535,""
"209536_s_at",1473.60958139535,1323.13551162791,"EHD4"
"209537_at",1957.57106976744,1882.23655813953,"EXTL2"
"209538_at",528.915162790698,414.763365116279,"ZNF32"
"209539_at",2105.40153488372,1238.58804651163,"ARHGEF6"
"209540_at",1510.6168372093,614.333593023256,"IGF1"
"209541_at",2155.61381395349,1299.85602325581,"IGF1"
"209542_x_at",925.896813953488,365.139290697674,"IGF1"
"209543_s_at",1500.65176744186,1251.88634883721,"CD34"
"209544_at",167.218453488372,166.641455813953,"RIPK2"
"209545_s_at",778.527976744186,756.385651162791,"RIPK2"
"209546_s_at",389.818860465116,385.486069767442,"APOL1"
"209547_s_at",154.201804651163,134.15056744186,"SUGP1"
"209549_s_at",1372.0086744186,1405.90490697674,"DGUOK"
"209550_at",2910.02537209302,1482.49918604651,"NDN"
"209551_at",157.884139534884,147.721888372093,"YIPF4"
"209552_at",343.66098372093,211.303258139535,"PAX8"
"209553_at",493.963813953488,452.407325581395,"VPS8"
"209554_at",128.967393023256,77.6917674418605,"CD36"
"209555_s_at",4954.43613953488,1463.74570465116,"CD36"
"209556_at",414.598548837209,372.10376744186,"NCDN"
"209557_s_at",60.4326395348837,51.8988651162791,"NCDN"
"209558_s_at",236.951295348837,234.792379069767,"HIP1R"
"209559_at",156.543769767442,154.176404651163,"HIP1R"
"209560_s_at",731.580813953488,827.080604651163,"DLK1"
"209561_at",634.412953488372,631.37276744186,"THBS3"
"209563_x_at",2837.48737209302,2418.43911627907,"CALM1 /// CALM2 /// CALM3"
"209565_at",465.028348837209,549.786302325581,"RNF113A"
"209566_at",623.28116744186,782.171123255814,"INSIG2"
"209567_at",471.124744186046,593.324418604651,"RRS1"
"209568_s_at",3073.80860465116,2314.64134883721,"RGL1"
"209569_x_at",1230.38590697674,1135.09058139535,"NSG1"
"209570_s_at",454.781269767442,477.642209302326,"NSG1"
"209571_at",244.194276744186,245.608637209302,"CIR1"
"209572_s_at",426.668269767442,569.322744186047,"EED"
"209573_s_at",708.727046511628,701.310139534884,"LDLRAD4"
"209574_s_at",1150.8771627907,1141.00795348837,"LDLRAD4"
"209575_at",771.821069767442,685.833,"IL10RB"
"209576_at",803.469906976744,359.44116744186,"GNAI1"
"209577_at",1011.14186046512,861.326790697674,"PCYT2"
"209578_s_at",901.199720930233,802.259534883721,"POFUT2"
"209579_s_at",1166.6433255814,1365.72546511628,"MBD4"
"209580_s_at",462.812725581395,523.509234883721,"MBD4"
"209581_at",1675.59913953488,310.598418604651,"PLA2G16"
"209582_s_at",846.045441860465,849.424860465116,"CD200"
"209583_s_at",439.493511627907,419.418720930233,"CD200"
"209584_x_at",602.027604651163,594.816581395349,"APOBEC3C"
"209585_s_at",294.187306976744,396.261155813954,"MINPP1"
"209586_s_at",908.854302325581,1224.7971627907,"PRUNE"
"209587_at",109.60850744186,156.50261627907,"PITX1"
"209588_at",763.795325581395,559.657418604651,"EPHB2"
"209589_s_at",161.578586046512,218.005709302326,"EPHB2"
"209590_at",1358.4081627907,1283.76718604651,"BMP7"
"209591_s_at",864.536530232558,814.468697674419,"BMP7"
"209592_s_at",407.902418604651,438.196302325581,"DCAF7"
"209593_s_at",348.150488372093,471.100641860465,"TOR1B"
"209594_x_at",2673.75953488372,2277.95325581395,"PSG9"
"209595_at",59.2922418604651,52.1690744186047,"GTF2F2"
"209596_at",2326.2441627907,3084.95697674419,"MXRA5"
"209597_s_at",685.543441860465,673.795093023256,"PNMA2"
"209598_at",1819.18069767442,1674.48788372093,"PNMA2"
"209599_s_at",190.8592,241.162351162791,"PRUNE"
"209600_s_at",310.121874418605,200.076446511628,"ACOX1"
"209601_at",125.367537209302,164.53973255814,"ACOX1"
"209602_s_at",217.854427906977,1086.32224651163,"GATA3"
"209603_at",322.990902325581,1170.38115348837,"GATA3"
"209604_s_at",1314.32641860465,2813.92634883721,"GATA3"
"209605_at",330.583095348837,150.790318604651,"TST"
"209606_at",860.661302325581,868.537953488372,"CYTIP"
"209607_x_at",1397.08997674419,1158.85909302326,"LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4"
"209608_s_at",1043.29981395349,1053.80981395349,"ACAT2"
"209609_s_at",838.827069767442,940.565744186046,"MRPL9"
"209610_s_at",384.691651162791,533.462488372093,"SLC1A4"
"209611_s_at",612.935860465116,603.908837209302,"SLC1A4"
"209612_s_at",5003.3136744186,1516.1021627907,"ADH1B"
"209613_s_at",4031.19437209302,1332.37338139535,"ADH1B"
"209614_at",981.800297674419,246.73823255814,"ADH1B"
"209615_s_at",113.877360465116,108.622610232558,"PAK1"
"209616_s_at",560.575597674419,139.801769767442,"CES1 /// LOC100653057"
"209617_s_at",367.410860465116,390.776534883721,"CTNND2"
"209618_at",349.312976744186,419.594890697674,"CTNND2"
"209619_at",1455.12844186047,1567.2908372093,"CD74"
"209620_s_at",110.318523255814,97.464923255814,"ABCB7"
"209621_s_at",161.515737209302,289.604360465116,"PDLIM3"
"209622_at",300.120318604651,352.355272093023,"STK16"
"209623_at",2049.40451162791,2169.70190697674,"MCCC2"
"209624_s_at",103.878190697674,102.804504651163,"MCCC2"
"209625_at",89.9748255813954,77.2718558139535,"PIGH"
"209626_s_at",545.458225581395,487.491418604651,"OSBPL3"
"209627_s_at",1374.41379069767,1296.36039534884,"OSBPL3"
"209628_at",1073.3898372093,956.059069767442,"NXT2"
"209629_s_at",1459.42558139535,1269.94765116279,"NXT2"
"209630_s_at",865.531418604651,904.673906976744,"FBXW2"
"209631_s_at",662.471627906977,628.607255813953,"GPR37 /// SEL1L2"
"209632_at",202.566251162791,289.743251162791,"PPP2R3A"
"209633_at",1047.07579069767,1020.527,"PPP2R3A"
"209635_at",857.130953488372,767.26623255814,"AP1S1"
"209636_at",48.6796395348837,44.6510441860465,"NFKB2"
"209637_s_at",1552.92941860465,1402.54786046512,"RGS12"
"209638_x_at",334.35638372093,351.597693023256,"RGS12"
"209639_s_at",448.686362790698,470.365837209302,"RGS12"
"209640_at",1248.73723255814,1125.6461627907,"PML"
"209641_s_at",81.6799093023256,79.2791976744186,"ABCC3"
"209642_at",65.9911069767442,95.6799139534884,"BUB1"
"209643_s_at",706.585627906977,669.997906976744,"PLD2"
"209644_x_at",1314.0893255814,1300.49469767442,"CDKN2A"
"209645_s_at",227.961318604651,219.569288372093,"ALDH1B1"
"209646_x_at",92.6312813953488,71.5702093023256,"ALDH1B1"
"209647_s_at",876.36111627907,939.230993023256,"SOCS5"
"209648_x_at",152.289244186047,162.617481395349,"SOCS5"
"209649_at",60.4652674418605,65.5413767441861,"STAM2"
"209650_s_at",288.090534883721,247.456837209302,"TBC1D22A"
"209651_at",1250.08023255814,1071.60865116279,"TGFB1I1"
"209652_s_at",115.023925581395,86.7715976744186,"PGF"
"209653_at",134.830893023256,147.779330232558,"KPNA4"
"209654_at",2229.12906976744,2054.42046511628,"ICE1"
"209655_s_at",380.33411627907,310.680293023256,"TMEM47"
"209656_s_at",1659.79527906977,1055.13006976744,"TMEM47"
"209657_s_at",261.39463255814,293.098672093023,"HSF2"
"209658_at",428.853558139535,372.699255813953,"CDC16"
"209659_s_at",855.611769767442,890.160279069767,"CDC16"
"209660_at",280.287939534884,265.898346511628,"TTR"
"209661_at",333.163651162791,282.167693023256,"KIFC3"
"209662_at",1117.54423255814,1326.88623255814,"CETN3"
"209663_s_at",140.486160465116,87.6986279069767,"ITGA7"
"209664_x_at",127.951879069767,120.215395348837,"NFATC1"
"209665_at",321.896465116279,292.046209302326,"CYB561D2"
"209666_s_at",881.339162790698,858.717209302326,"CHUK"
"209667_at",280.373644186047,231.32496744186,"CES2"
"209668_x_at",1876.15174418605,1659.31660465116,"CES2"
"209669_s_at",1274.92507209302,1424.74374418605,"SERBP1"
"209670_at",432.720513953488,576.443720930233,"TRAC"
"209671_x_at",1477.08006976744,1395.32737209302,"TRAC"
"209672_s_at",386.6658,340.229074418605,"MIOS"
"209674_at",282.595927906977,485.122474418605,"CRY1"
"209675_s_at",223.933490697674,210.914020930233,"HNRNPUL1"
"209676_at",252.3392,231.56326744186,"TFPI"
"209677_at",317.659206976744,322.533881395349,"PRKCI"
"209678_s_at",3819.84418604651,3847.53348837209,"PRKCI"
"209679_s_at",978.86488372093,816.033953488372,"SMAGP"
"209680_s_at",589.862976744186,617.285193023256,"KIFC1"
"209681_at",1271.4733255814,1455.78,"SLC19A2"
"209682_at",1082.48295348837,1052.241,"CBLB"
"209683_at",295.981327906977,202.581411627907,"FAM49A"
"209684_at",1398.4503255814,1446.40744186047,"RIN2"
"209685_s_at",1716.47348837209,1722.15376744186,"PRKCB"
"209686_at",822.903348837209,240.397513953488,"S100B"
"209687_at",2766.13618604651,1881.49153488372,"CXCL12"
"209688_s_at",428.473511627907,376.731518604651,"CCDC93"
"209689_at",84.5369720930233,73.4166325581395,"CCDC93"
"209690_s_at",257.614581395349,186.536004651163,"DOK4"
"209691_s_at",84.8915093023256,76.3023441860465,"DOK4"
"209692_at",302.536046511628,278.024697674419,"EYA2"
"209693_at",101.445088372093,133.6905,"ASTN2"
"209694_at",721.350720930233,1101.82527906977,"PTS"
"209695_at",2034.44888372093,1894.54090697674,"PTP4A3"
"209696_at",725.377953488372,818.007860465116,"FBP1"
"209697_at",345.20176744186,349.405651162791,"AK125860 /// RP11-582J16.4"
"209698_at",279.347186046512,287.441930232558,"CCHCR1"
"209699_x_at",5462.43039534884,1354.53645581395,"AKR1C2 /// LOC101930400"
"209700_x_at",63.2971902325581,57.4871906976744,"PDE4DIP"
"209701_at",1326.36009302326,1143.95553488372,"ERAP1"
"209702_at",2007.98390697674,1661.13895348837,"FTO"
"209703_x_at",1368.75681395349,1266.02388372093,"METTL7A"
"209704_at",54.9920651162791,52.2994348837209,"MTF2"
"209705_at",2025.80953488372,2170.34279069767,"MTF2"
"209706_at",731.644813953488,655.886093023256,"NKX3-1"
"209707_at",630.702953488372,619.667069767442,"PIGK"
"209708_at",1416.11846511628,1374.52755813953,"MOXD1"
"209709_s_at",1035.10837209302,1024.24811627907,"HMMR"
"209710_at",984.598418604651,952.582255813953,"GATA2"
"209711_at",777.076813953488,796.842023255814,"SLC35D1"
"209712_at",1461.15576744186,1426.87665116279,"SLC35D1"
"209713_s_at",119.325269767442,111.567946511628,"SLC35D1"
"209714_s_at",755.554069767442,1041.41172093023,"CDKN3"
