"","TF","Target","mode","references"
"1","AATF","BAX","Repression","22909821"
"2","AATF","CDKN1A","Unknown","17157788"
"3","AATF","KLK3","Unknown","23146908"
"4","AATF","MYC","Activation","20549547"
"5","AATF","TP53","Unknown","17157788"
"6","ABL1","BAX","Activation","11753601"
"7","ABL1","BCL2","Repression","11753601"
"8","ABL1","BCL6","Repression","15509806"
"9","ABL1","CCND2","Activation","15509806"
"10","ABL1","CDKN1A","Activation","11753601;9916993"
"11","ABL1","CSF1","Activation","23418320"
"12","ABL1","CSF1","Unknown","18619508"
"13","ABL1","FOXO3","Activation","15509806"
"14","ABL1","JUN","Activation","15145216"
"15","ABL1","JUN","Repression","19357699"
"16","ABL1","PIM1","Activation","15145216"
"17","ABL1","TP53","Activation","11753601"
"18","AES","EPHA3","Unknown","20676368"
"19","AES","LEF1","Activation","20676368"
"20","AES","RND3","Activation","23546594"
"21","AHR","ABCG2","Unknown","20460431"
"22","AHR","AHRR","Activation","18848529"
"23","AHR","ARNT","Unknown","19255421;8631989"
"24","AHR","BRCA1","Unknown","18259752"
"25","AHR","CA9","Repression","19154183"
"26","AHR","CCND1","Unknown","24380854"
"27","AHR","CCNG2","Activation","22596188"
"28","AHR","CYP1A1","Activation","12213390;9865727"
"29","AHR","CYP1A1","Repression","17012224"
"30","AHR","CYP1A1","Unknown","10359656;12376470;15325265;19376845;21357676;24639079;8631128;9698073"
"31","AHR","CYP1A2","Unknown","21357676"
"32","AHR","CYP1B1","Activation","16115918;19287966"
"33","AHR","CYP1B1","Unknown","12376470;19376845;21742528;24299737"
"34","AHR","CYP2B6","Unknown","19928584"
"35","AHR","FOS","Unknown","10478842"
"36","AHR","IL13","Unknown","22981205"
"37","AHR","IL1B","Unknown","23349129"
"38","AHR","IL6","Activation","20511231"
"39","AHR","IL6","Unknown","18483242;23349129"
"40","AHR","MFSD2A","Unknown","21736709"
"41","AHR","MT2A","Unknown","23994556"
"42","AHR","MYC","Unknown","11114727;16091746"
"43","AHR","PCNA","Activation","12417031"
"44","AHR","RFC3","Activation","12417031"
"45","AHR","UGT1A1","Activation","18172616"
"46","AHR","UGT1A6","Unknown","9466822"
"47","AIP","AHR","Activation","11469723"
"48","AIP","GREB1","Repression","21984905"
"49","AIP","NFKB2","Repression","21984905"
"50","AIP","RSF1","Repression","21984905"
"51","AIP","TFF1","Repression","21984905"
"52","AIRE","CHRNA1","Unknown","17687331"
"53","ANKRD1","NPPA","Repression","18273862"
"54","APBB1","GMPS","Repression","21453247"
"55","APC","AKT1","Repression","15888491"
"56","APC","AMHR2","Repression","12724325"
"57","APC","BIRC5","Unknown","11751382"
"58","APC","DLG1","Unknown","21858148"
"59","APC","DNMT1","Repression","12538344"
"60","APC","F8","Unknown","12010799"
"61","APC","KLF4","Unknown","12387883"
"62","APC","MYC","Repression","16510874"
"63","APC","NOS2","Activation","11935128"
"64","APC","ODC1","Repression","12112318"
"65","APC","PTGS2","Repression","10772828;12566320"
"66","APC","PTGS2","Unknown","11396184"
"67","APC","SGK1","Repression","18487207"
"68","APEX1","CCL2","Activation","17045925"
"69","APEX1","CD19","Activation","10666449"
"70","APEX1","CYP11B2","Repression","22652909"
"71","APEX1","NFKB1","Activation","17045925"
"72","APEX1","PTH","Repression","14633989"
"73","APEX1","RELA","Activation","17045925"
"74","APEX1","SLC5A5","Activation","14630715"
"75","AR","ACTA1","Activation","15623502"
"76","AR","AKR1C3","Repression","22971343"
"77","AR","AKT1","Activation","11278645"
"78","AR","AKT1","Repression","20589722"
"79","AR","ALDH1A3","Unknown","17526768"
"80","AR","ARG1","Activation","20711410"
"81","AR","ARG2","Activation","20711410"
"82","AR","ATAD2","Unknown","22771493"
"83","AR","BSG","Unknown","14633669"
"84","AR","BTG1","Repression","16281084"
"85","AR","BTG2","Repression","16281084"
"86","AR","CDK20","Activation","21747169"
"87","AR","CDC6","Activation","24583551"
"88","AR","CDC6","Unknown","18541154"
"89","AR","CDH1","Repression","18794357"
"90","AR","CDH11","Unknown","20191612"
"91","AR","CDH2","Activation","17297473;18535113"
"92","AR","CDK20","Activation","21747169"
"93","AR","CDK6","Unknown","15790678"
"94","AR","CDKN1A","Activation","10076995"
"95","AR","CDKN1A","Repression","16281084"
"96","AR","CLK3","Repression","16281084"
"97","AR","CRH","Repression","16446741"
"98","AR","CRISP1","Unknown","11223178"
"99","AR","CRISP3","Unknown","11223178"
"100","AR","CTNNB1","Activation","18535113"
"101","AR","CYP7B1","Repression","16630558"
"102","AR","EGFR","Activation","11556855;21613411"
"103","AR","ELK4","Unknown","18469865"
"104","AR","EP300","Activation","22334658"
"105","AR","ERBB2","Activation","21613411"
"106","AR","ERBB2","Unknown","21741601"
"107","AR","ERBB3","Activation","21741601"
"108","AR","ETV1","Activation","19789348"
"109","AR","FKBP4","Unknown","23192983"
"110","AR","FN1","Unknown","21055159"
"111","AR","FOLH1","Unknown","12539223"
"112","AR","FOXA1","Unknown","12750453"
"113","AR","GNMT","Unknown","23997240"
"114","AR","GREB1","Unknown","16496412"
"115","AR","GTF2F1","Unknown","9238003"
"116","AR","HMMR","Unknown","18174258"
"117","AR","HMOX1","Activation","11965035"
"118","AR","IFI16","Unknown","16494870"
"119","AR","IGF1R","Activation","15033751;17202144"
"120","AR","IGFBP3","Unknown","23859805"
"121","AR","JUN","Activation","20148354"
"122","AR","KISS1","Activation","18331266"
"123","AR","KISS1R","Activation","18331266"
"124","AR","KLF5","Unknown","19460858"
"125","AR","KLK1","Unknown","11532861"
"126","AR","KLK2","Unknown","11532861;16751804;20688158;9241247"
"127","AR","KLK3","Activation","10547578;11006269;11504717;11571582;12958311;16425097;16434977;16724108;17566103;20069563;21780100;22179832;23667504;8626436"
"128","AR","KLK3","Repression","16342680;9316650"
"129","AR","KLK3","Unknown","11059779;11238180;11532861;12376473;12539223;12648523;12651911;15368351;15543614;15557561;15640095;17011549;17075604;17094454;17426252;17433535;18780293;18829551;19274665;21308712;21981678;22245379;22473899;23884959;24307657;7514587;9052414;9211894"
"130","AR","KLK4","Unknown","12539223"
"131","AR","MED1","Unknown","17483314"
"132","AR","MID1","Unknown","24913494"
"133","AR","MUC1","Repression","21308711"
"134","AR","MYC","Unknown","24512546"
"135","AR","NAT1","Activation","17210686"
"136","AR","NDRG1","Unknown","17075604"
"137","AR","NFKB1","Repression","18386814"
"138","AR","NKX3-1","Activation","16697957;17303007"
"139","AR","NKX3-1","Unknown","11238180"
"140","AR","NOV","Unknown","23318417"
"141","AR","NRAS","Repression","16281084"
"142","AR","PC","Activation","18497079"
"143","AR","PSCA","Unknown","23330817"
"144","AR","PEBP1","Unknown","23095933"
"145","AR","PIGR","Unknown","11171058"
"146","AR","PIP","Unknown","21809344"
"147","AR","PMEPA1","Unknown","17075604;18703514"
"148","AR","PNRC1","Unknown","10894149"
"149","AR","KLK3","Unknown","24937452"
"150","AR","PTEN","Activation","23418309"
"151","AR","PTEN","Unknown","20729295;21532617"
"152","AR","PTGS2","Repression","18386814"
"153","AR","PTPN1","Unknown","22282656"
"154","AR","RELA","Repression","18386814"
"155","AR","REST","Repression","24163104"
"156","AR","SEPT7","Repression","16281084"
"157","AR","SERPINB5","Repression","16304843"
"158","AR","SESN1","Unknown","16751804"
"159","AR","SRD5A3","Unknown","22194926"
"160","AR","STIM1","Unknown","21432868"
"161","AR","TBP","Unknown","9238003"
"162","AR","TCF7L2","Unknown","12799378"
"163","AR","TGFA","Activation","11556855"
"164","AR","TH","Activation","16356647"
"165","AR","TJP1","Activation","18535113"
"166","AR","TMPRSS2","Activation","20308527;21761340"
"167","AR","TMPRSS2","Unknown","23192983"
"168","AR","TRPS1","Unknown","15613454"
"169","AR","TSC1","Repression","21036700"
"170","AR","TSC2","Repression","21036700"
"171","AR","UCN","Repression","23801677"
"172","AR","UGT2B15","Unknown","18302198"
"173","AR","USP26","Unknown","20501646"
"174","AR","VEGFA","Activation","16007189"
"175","AR","VEGFA","Unknown","23369005"
"176","AR","VIM","Repression","18535113"
"177","AR","WEE1","Repression","16281084"
"178","AR","WNT7B","Activation","21741601"
"179","AR","XIAP","Repression","20589722"
"180","ARID1A","CDKN1A","Unknown","21900401"
"181","ARID1A","IGH","Activation","18981111"
"182","ARID1A","SMAD3","Unknown","21900401"
"183","ARID1B","IGH","Activation","18981111"
"184","ARID3A","CDC6","Unknown","23659165"
"185","ARID3A","CDK1","Unknown","23659165"
"186","ARID3A","CR2","Unknown","19487031"
"187","ARID3A","E2F1","Unknown","23659165"
"188","ARID3A","PML","Activation","22010578"
"189","ARID3A","RBL1","Unknown","23659165"
"190","ARNT","AHR","Unknown","18540824"
"191","ARNT","BHLHE40","Unknown","12354771"
"192","ARNT","BRCA1","Unknown","16567799"
"193","ARNT","CA9","Activation","22387692"
"194","ARNT","CCNE1","Repression","21544813"
"195","ARNT","CDK2","Repression","21544813"
"196","ARNT","CTSD","Unknown","9611253"
"197","ARNT","CYP1A1","Activation","22387692"
"198","ARNT","CYP1A1","Unknown","12376470;19255421;19376845;8631128"
"199","ARNT","CYP1B1","Activation","16115918;19287966"
"200","ARNT","CYP1B1","Unknown","12376470;19255421;19376845;21742528;24299737"
"201","ARNT","EGLN2","Unknown","15178343"
"202","ARNT","EPO","Activation","8663540"
"203","ARNT","ESR1","Unknown","17991765"
"204","ARNT","FOS","Repression","21544813"
"205","ARNT","GAD1","Unknown","18335162"
"206","ARNT","HIF1A","Activation","14764593"
"207","ARNT","JUN","Repression","21544813"
"208","ARNT","MFSD2A","Unknown","21736709"
"209","ARNT","RELB","Unknown","17900530"
"210","ARNT","UGT1A6","Unknown","20854796"
"211","ARNT","VEGFA","Unknown","16774940;19020709"
"212","ARNTL","BHLHE40","Activation","19032342"
"213","ARNTL","CRY1","Activation","22750052"
"214","ARNTL","CRY1","Unknown","17660446"
"215","ARNTL","CRY2","Activation","22750052"
"216","ARNTL","CRY2","Unknown","17660446"
"217","ARNTL","PER1","Activation","17994337;22750052"
"218","ARNTL","PER1","Unknown","17660446;21479263"
"219","ARNTL","PER2","Activation","22750052"
"220","ARNTL","PER2","Unknown","17660446"
"221","ARNTL","PER3","Activation","22750052"
"222","ARNTL2","SERPINE1","Activation","22198637"
"223","ARX","KDM5C","Unknown","23246292"
"224","ARX","LMO1","Unknown","23771350"
"225","ARX","PAX4","Unknown","23771350"
"226","ARX","SHOX2","Unknown","23771350"
"227","ASCL1","CHRNA3","Unknown","20124469"
"228","ASCL1","CHRNA5","Unknown","20124469"
"229","ASCL1","CHRNB4","Unknown","20124469"
"230","ASCL1","DKK1","Repression","19744316"
"231","ASCL1","IGF2","Repression","20842449"
"232","ASCL1","PCSK6","Repression","11736660"
"233","ASCL1","TPH1","Repression","19744316"
"234","ASH1L","TGFB1","Unknown","22488473"
"235","ASH1L","TIMP1","Unknown","22488473"
"236","ASXL1","FABP4","Unknown","21047783"
"237","ATF1","BCL2","Unknown","10542244"
"238","ATF1","CCNA1","Repression","12044952"
"239","ATF1","CFTR","Activation","10075672"
"240","ATF1","CGA","Unknown","10341006"
"241","ATF1","CYP11B1","Unknown","11014212;11196473"
"242","ATF1","CYP11B2","Unknown","11196473"
"243","ATF1","ERBB2","Unknown","10698518"
"244","ATF1","FLT1","Unknown","7499271"
"245","ATF1","FTH1","Activation","17565989"
"246","ATF1","FTH1","Repression","17565989"
"247","ATF1","GABPA","Unknown","10585419"
"248","ATF1","IL10","Activation","10540320"
"249","ATF1","LDHA","Unknown","9632793"
"250","ATF1","MAP1LC3B","Activation","20514020"
"251","ATF1","MITF","Activation","12966428"
"252","ATF1","MITF","Unknown","20068147"
"253","ATF1","MUC2","Unknown","16227528"
"254","ATF1","NTS","Unknown","7791794"
"255","ATF1","PCSK1","Activation","8999965"
"256","ATF1","PLAUR","Unknown","12369939"
"257","ATF1","SLC20A1","Activation","11722845"
"258","ATF1","SLC22A8","Unknown","16809478"
"259","ATF1","TGFB2","Activation","11776974"
"260","ATF1","TH","Unknown","11108136"
"261","ATF1","TOP2A","Unknown","12104051"
"262","ATF1","USP7","Unknown","7642633"
"263","ATF2","APOC3","Activation","9760243"
"264","ATF2","ATF3","Activation","10979959;20581861;8576171"
"265","ATF2","CCND1","Activation","10464245;10915780"
"266","ATF2","CDKN1A","Unknown","10506225"
"267","ATF2","CYP11B1","Unknown","11014212;11196473"
"268","ATF2","CYP11B2","Unknown","11196473"
"269","ATF2","DUSP1","Unknown","17681939"
"270","ATF2","DUSP10","Unknown","17681939"
"271","ATF2","FAS","Unknown","19670268"
"272","ATF2","FASLG","Unknown","19670268;9710625"
"273","ATF2","FN1","Unknown","10471826"
"274","ATF2","KAT5","Repression","18397884"
"275","ATF2","IFNB1","Activation","17496231"
"276","ATF2","IFNB1","Unknown","10848607"
"277","ATF2","IFNG","Activation","12836278;18641343;20006311;20304822"
"278","ATF2","IMPDH2","Unknown","9278455"
"279","ATF2","INS","Activation","21278380"
"280","ATF2","INS","Unknown","10909971"
"281","ATF2","ITGB8","Unknown","21878622"
"282","ATF2","JUN","Activation","9502786"
"283","ATF2","MAP3K1","Unknown","9710625"
"284","ATF2","MMP2","Activation","17079470;17258390"
"285","ATF2","NOS3","Repression","16497991"
"286","ATF2","PCK1","Activation","12453892"
"287","ATF2","PCK2","Unknown","11042264"
"288","ATF2","PLAT","Activation","8647095"
"289","ATF2","PLAU","Unknown","10454570"
"290","ATF2","POLB","Activation","10518804"
"291","ATF2","PTGS2","Unknown","11278336;12057991"
"292","ATF2","RELA","Activation","21350211"
"293","ATF2","RETN","Activation","20360975"
"294","ATF2","ST3GAL5","Activation","21699754"
"295","ATF2","TGFB2","Repression","1400310"
"296","ATF2","TNF","Activation","10688670;10748079;10913190;20068037"
"297","ATF3","ADIPOR1","Repression","20696134"
"298","ATF3","ADIPOR2","Repression","20696134"
"299","ATF3","AK4","Unknown","23002211"
"300","ATF3","ASNS","Activation","12881527"
"301","ATF3","ASNS","Unknown","15385533"
"302","ATF3","CCL5","Unknown","10760799"
"303","ATF3","CD82","Unknown","21454613"
"304","ATF3","DDIT3","Activation","22753726"
"305","ATF3","GDF15","Activation","15670751"
"306","ATF3","ID1","Repression","20565867"
"307","ATF3","IFNG","Activation","20304822"
"308","ATF3","PCLAF","Unknown","19219066"
"309","ATF3","LDLR","Repression","21294679"
"310","ATF3","MMP2","Repression","11792711;15102941"
"311","ATF3","PENK","Unknown","7935470"
"312","ATF3","SELE","Repression","10964678"
"313","ATF3","TP53","Unknown","22991139"
"314","ATF4","APOE","Activation","22028770"
"315","ATF4","ASNS","Activation","11960987;16164412;17276738"
"316","ATF4","ASNS","Unknown","15385533;23403946"
"317","ATF4","ATF3","Activation","16246168;21801305"
"318","ATF4","ATF3","Unknown","22819556"
"319","ATF4","ATG5","Activation","20038797"
"320","ATF4","BGLAP","Unknown","21866569"
"321","ATF4","CA9","Unknown","19564335"
"322","ATF4","CCL2","Unknown","16931790"
"323","ATF4","CEBPB","Activation","16026328"
"324","ATF4","CHAC1","Activation","21737788"
"325","ATF4","CXCL8","Unknown","16931790"
"326","ATF4","DDIT3","Activation","16246168;17276738;20020050;21044953;21966512"
"327","ATF4","DDIT3","Unknown","17455323;22691366"
"328","ATF4","DDIT4","Activation","19059405;19439225"
"329","ATF4","DDR2","Activation","20564243"
"330","ATF4","DISC1","Unknown","12812986"
"331","ATF4","F7","Unknown","22848420"
"332","ATF4","FGF19","Activation","23205607"
"333","ATF4","FGF21","Activation","22233381"
"334","ATF4","HRK","Activation","23090478"
"335","ATF4","HSPA5","Repression","16205636"
"336","ATF4","IGFBP1","Activation","16687408"
"337","ATF4","IL6","Unknown","16931790"
"338","ATF4","IRF7","Repression","21148039"
"339","ATF4","MAP1LC3B","Activation","20038797;20514020"
"340","ATF4","MCL1","Unknown","22128141"
"341","ATF4","NDC80","Activation","17822787"
"342","ATF4","NUPR1","Activation","19946894"
"343","ATF4","PLAU","Activation","18829529"
"344","ATF4","PTGS2","Unknown","21244365"
"345","ATF4","S100P","Unknown","19073601"
"346","ATF4","SIGMAR1","Activation","22079628"
"347","ATF4","SIRT1","Activation","22363646"
"348","ATF4","SIRT1","Repression","21801305"
"349","ATF4","SIRT2","Repression","21801305"
"350","ATF4","TNFRSF10B","Unknown","21044953"
"351","ATF4","TRIB3","Activation","15775988"
"352","ATF4","TRIB3","Unknown","20592469;21220698"
"353","ATF4","VEGFA","Activation","15788408;18829529"
"354","ATF4","VEGFA","Unknown","18451308;22915762;23908598"
"355","ATF5","BCL2","Activation","21212266"
"356","ATF5","CCND3","Activation","16300731"
"357","ATF5","CREB1","Activation","17140605"
"358","ATF5","CYP2B6","Activation","18332083"
"359","ATF5","DISC1","Unknown","12812986"
"360","ATF5","EGR1","Unknown","19531563"
"361","ATF5","ID1","Repression","18701499"
"362","ATF5","SH2D1A","Unknown","18832568"
"363","ATF6","ATP2A2","Unknown","11595740"
"364","ATF6","BGLAP","Unknown","22102412"
"365","ATF6","DDIT3","Unknown","17455323"
"366","ATF6","DNAJC3","Activation","12601012"
"367","ATF6","HSPA5","Unknown","12713871"
"368","ATF6","MAFA","Repression","18450959"
"369","ATF6","NR0B2","Activation","18450959"
"370","ATF6","NUCB1","Activation","17686766"
"371","ATF6","PDX1","Repression","18450959"
"372","ATF6","RTN3","Activation","17191123"
"373","ATF6","SRF","Unknown","9271374"
"374","ATF6","STARD4","Activation","16579971"
"375","ATF6","WBP1","Activation","21841196"
"376","ATF6","XBP1","Unknown","20003459;24269637"
"377","ATF7","ERBB2","Unknown","10698518"
"378","ATF7","TAF12","Activation","15735663"
"379","ATM","APLF","Unknown","18077224"
"380","ATM","BAX","Activation","16214353"
"381","ATM","BCL2","Repression","16214353"
"382","ATM","CDKN1A","Unknown","12420214"
"383","ATM","CFLAR","Activation","19351839"
"384","ATM","CFLAR","Repression","20876284"
"385","ATM","DUSP1","Activation","17178844"
"386","ATM","FAS","Activation","19502594"
"387","ATM","FOXM1","Activation","21518729"
"388","ATM","GADD45A","Activation","20164679"
"389","ATM","IGF1R","Unknown","11172010"
"390","ATM","KLRK1","Activation","19767562"
"391","ATM","MCL1","Activation","20164679"
"392","ATM","MTF1","Unknown","12926986"
"393","ATM","PBK","Unknown","15220931"
"394","ATM","PCNA","Unknown","22362778"
"395","ATM","PMAIP1","Repression","20368352"
"396","ATM","PVR","Activation","21406724"
"397","ATM","PVR","Repression","21406724"
"398","ATM","SLC2A1","Repression","20676049"
"399","ATM","SP1","Repression","11466608"
"400","ATM","SP1","Unknown","12926986"
"401","ATM","TERF1","Repression","17694070"
"402","ATM","TNFRSF10B","Repression","19351839"
"403","ATM","VEGFA","Repression","20676049"
"404","ATOH1","HES6","Activation","17826772"
"405","ATOH1","MUC2","Activation","17000673"
"406","ATRX","HBA1","Repression","7697714"
"407","ATRX","HBA2","Repression","7697714"
"408","BACH1","HMOX1","Activation","17942419"
"409","BACH1","HMOX1","Repression","17409198;18550526;21982894"
"410","BACH1","MMP1","Activation","21873975"
"411","BACH2","BCL2","Unknown","18929412"
"412","BACH2","IL2","Unknown","18769450"
"413","BACH2","XBP1","Repression","24821775"
"414","BARD1","ESR1","Activation","20060929"
"415","BARX2","ESR1","Unknown","16636675"
"416","BATF","CD2","Unknown","22592317"
"417","BCL11A","GATA1","Activation","23071749"
"418","BCL11A","GATA1","Unknown","20542454"
"419","BCL3","CTCF","Repression","21912613"
"420","BCL3","EGFR","Activation","17881446"
"421","BCL3","MYB","Unknown","9694711"
"422","BCL3","NFKB1","Repression","11387332"
"423","BCL3","NFKB1","Unknown","14573596;7896265"
"424","BCL3","RELA","Unknown","7896265"
"425","BCL6","BCL2L1","Repression","11777915"
"426","BCL6","BCL6","Repression","12407182"
"427","BCL6","CCND2","Repression","15509806;22723377"
"428","BCL6","CD80","Repression","12860928"
"429","BCL6","CDKN1A","Repression","16142238"
"430","BCL6","CDKN2B","Repression","22723377"
"431","BCL6","CHEK1","Repression","18346918"
"432","BCL6","FCER2","Repression","11342629"
"433","BCL6","HDAC7","Repression","11929873"
"434","BCL6","IRF4","Repression","10601358"
"435","BCL6","LITAF","Repression","23795761"
"436","BCL6","MYC","Activation","21394099"
"437","BCL6","NFKB1","Repression","15611242"
"438","BCL6","PDCD2","Repression","20605493"
"439","BCL6","PDCD2","Unknown","11854457;17468402"
"440","BCL6","STAT3","Unknown","17951530"
"441","BCL6","SUMO1","Repression","22723377"
"442","BCL6","XBP1","Repression","24821775"
"443","BDP1","MYC","Unknown","12734418"
"444","BDP1","RB1","Unknown","12734418"
"445","BDP1","TP53","Unknown","12734418"
"446","BHLHE41","CCND1","Repression","18223678"
"447","BHLHE41","MLH1","Repression","24165159"
"448","BIN1","MYC","Unknown","9797456"
"449","BMI1","TERT","Repression","19903340"
"450","BPTF","HOXC8","Unknown","16728976"
"451","BRCA1","AREG","Repression","20103632"
"452","BRCA1","ASPM","Activation","16123590"
"453","BRCA1","ATM","Activation","22832221"
"454","BRCA1","BACH1","Unknown","14576433"
"455","BRCA1","BRCA2","Unknown","11405179"
"456","BRCA1","CASR","Unknown","21296416"
"457","BRCA1","CCNB1","Unknown","12647291"
"458","BRCA1","CCND1","Unknown","12032322"
"459","BRCA1","CDH3","Repression","22120723"
"460","BRCA1","CDH3","Unknown","19882246"
"461","BRCA1","CDKN1A","Activation","16735508;18025037;21245169"
"462","BRCA1","CDKN1A","Unknown","10196224;11394910;12647291;9926942"
"463","BRCA1","CDKN1B","Activation","18025037"
"464","BRCA1","CDKN1B","Unknown","16331276"
"465","BRCA1","CTSD","Repression","11244506"
"466","BRCA1","CXCL1","Repression","22120723"
"467","BRCA1","CYP19A1","Activation","21087664"
"468","BRCA1","CYP19A1","Unknown","19445691"
"469","BRCA1","CYP1A1","Unknown","16567799"
"470","BRCA1","CYP1B1","Unknown","16567799"
"471","BRCA1","DDB2","Activation","12170778"
"472","BRCA1","DDIT3","Activation","21700680"
"473","BRCA1","E2F6","Repression","17096023"
"474","BRCA1","EGFR","Repression","21396117"
"475","BRCA1","EGR1","Unknown","20103632"
"476","BRCA1","EP300","Activation","11782371"
"477","BRCA1","EP300","Unknown","11405179"
"478","BRCA1","ESR1","Activation","20060929"
"479","BRCA1","FOS","Unknown","11313879"
"480","BRCA1","FOXC1","Repression","22120723"
"481","BRCA1","FOXC2","Repression","22120723"
"482","BRCA1","FST","Activation","22685544"
"483","BRCA1","GADD45A","Activation","10962562;17428466;18025037"
"484","BRCA1","GADD45A","Repression","18350249"
"485","BRCA1","GADD45A","Unknown","11777930;12647291"
"486","BRCA1","HIF1A","Unknown","16543242"
"487","BRCA1","HMGA2","Repression","20007691"
"488","BRCA1","HNRNPA2B1","Repression","21099359"
"489","BRCA1","HSPA5","Repression","18776923"
"490","BRCA1","IFNA1","Activation","17374731"
"491","BRCA1","IGF1","Repression","18045956"
"492","BRCA1","IGF1R","Unknown","11001824;19223505"
"493","BRCA1","IRF7","Activation","17374731"
"494","BRCA1","IRF9","Activation","12212615"
"495","BRCA1","JAK1","Unknown","11163768"
"496","BRCA1","JAK2","Unknown","11163768"
"497","BRCA1","KHSRP","Repression","21099359"
"498","BRCA1","KRT17","Unknown","19882246"
"499","BRCA1","KRT18","Unknown","15831101"
"500","BRCA1","KRT5","Unknown","16241993;19882246"
"501","BRCA1","MAD2L1","Activation","15563594"
"502","BRCA1","MDC1","Unknown","22942284"
"503","BRCA1","MDM2","Activation","11256609"
"504","BRCA1","MYC","Unknown","12032322;12646176"
"505","BRCA1","RNASEL","Activation","15940267"
"506","BRCA1","S100A2","Activation","24556685"
"507","BRCA1","SIRT1","Activation","18851829;20160719;21407215;9000507"
"508","BRCA1","STAT1","Activation","17374731"
"509","BRCA1","STAT2","Activation","17374731"
"510","BRCA1","STAT3","Unknown","11163768"
"511","BRCA1","TFF1","Repression","11244506"
"512","BRCA1","TP63","Unknown","16241993"
"513","BRCA1","VEGFA","Activation","16543242"
"514","BRCA1","XPC","Unknown","12647291"
"515","BRCA2","DMC1","Unknown","17541404"
"516","BRCA2","PSMD3","Unknown","17563742"
"517","BRCA2","PSMD6","Unknown","17563742"
"518","BRCA2","RAD51","Unknown","12967658;17515904;19628690;20729859"
"519","BRD7","BRD2","Activation","12600283"
"520","BRD7","BRD3","Activation","12600283"
"521","BRD7","E2F3","Repression","16475162"
"522","BRD7","E2F3","Unknown","15137061"
"523","BRIP1","BARD1","Unknown","20451671"
"524","BRIP1","MLH1","Unknown","24351291"
"525","BRPF1","ING5","Unknown","18794358"
"526","BRPF1","MEAF6","Unknown","18794358"
"527","BTAF1","DR1","Repression","20627952"
"528","BTAF1","TBP","Repression","20627952"
"529","BTAF1","TBP","Unknown","14988402;15509807;16858867"
"530","BTF3","ABL2","Activation","17312387"
"531","BTF3","ATM","Activation","17312387"
"532","BTF3","EPHB2","Activation","17312387"
"533","BTF3","HPSE2","Activation","17312387"
"534","BTF3","MADCAM1","Repression","17312387"
"535","BTF3","MRVI1","Repression","17312387"
"536","BTF3","NFKB1","Repression","17312387"
"537","BTF3","RRAS2","Repression","17312387"
"538","BTF3","SSPN","Repression","17312387"
"539","BTG2","CCND1","Repression","15870875;16849553"
"540","BTG2","HRAS","Repression","20197462"
"541","BTG2","KLK3","Repression","21172304"
"542","BTG2","SPHK1","Activation","16516161"
"543","CBFA2T3","TCF12","Unknown","18456661"
"544","CBFA2T3","ZNF652","Repression","20116376"
"545","CBFB","GATA1","Unknown","8683991"
"546","CBFB","RUNX1","Unknown","24648201"
"547","CBFB","RUNX2","Unknown","24648201"
"548","CBFB","RUNX3","Unknown","24648201"
"549","CBX7","CCNE1","Repression","22214847"
"550","CBX7","CDH1","Activation","19706751"
"551","CBX8","CDKN1A","Repression","23474493"
"552","CDC5L","PLRG1","Unknown","11544257"
"553","CDCA7L","MAOB","Repression","20980443"
"554","CDX1","DSC2","Unknown","18819935"
"555","CDX1","IRF2BP2","Unknown","23185413"
"556","CDX1","KRT20","Unknown","19188603"
"557","CDX1","PCNA","Activation","11743638"
"558","CDX1","POSTN","Unknown","22215184"
"559","CDX1","PPARG","Activation","19059241"
"560","CDX1","PTGS2","Activation","21613300"
"561","CDX1","TBP","Unknown","17158164"
"562","CDX2","ABCB1","Unknown","20699370"
"563","CDX2","ACAT2","Activation","16274362"
"564","CDX2","APC","Activation","23393221"
"565","CDX2","APC","Unknown","24501326"
"566","CDX2","AXIN2","Activation","23393221"
"567","CDX2","AXIN2","Unknown","24501326"
"568","CDX2","CDH17","Activation","20568120"
"569","CDX2","CDH17","Unknown","12404231;15732140"
"570","CDX2","CDKN1A","Activation","12970742"
"571","CDX2","CFTR","Activation","22671145"
"572","CDX2","DSC2","Unknown","18819935"
"573","CDX2","ELMO3","Activation","20127720"
"574","CDX2","FUT2","Activation","22547830"
"575","CDX2","GSK3B","Unknown","24501326"
"576","CDX2","GSPT1","Unknown","22580340"
"577","CDX2","GSTP1","Unknown","22580340"
"578","CDX2","GUCY2C","Unknown","11684084"
"579","CDX2","HEPH","Activation","15825077"
"580","CDX2","IGFBP3","Repression","17297462"
"581","CDX2","KLF4","Activation","11521200"
"582","CDX2","KLF4","Unknown","23202735"
"583","CDX2","LCT","Activation","9148757"
"584","CDX2","MEP1A","Activation","22326557"
"585","CDX2","MUC17","Unknown","16737958"
"586","CDX2","MUC2","Activation","12559945"
"587","CDX2","PTGS2","Repression","15013430"
"588","CDX2","REG4","Unknown","23133598"
"589","CDX2","SLC15A1","Activation","16616718"
"590","CDX2","SLC9A2","Unknown","11254504"
"591","CDX2","SP1","Unknown","22580340"
"592","CDX2","TFF3","Activation","17182120"
"593","CDX2","UGT1A10","Activation","15044625"
"594","CDX2","UGT1A8","Activation","15044625"
"595","CDX2","UGT2B15","Unknown","20070244"
"596","CDX2","UGT2B17","Unknown","20070244"
