"","TF","Target","mode","references"
"7433","SP1","TBXA2R","Unknown","18698092"
"7434","SP1","TCN2","Unknown","9774437"
"7435","SP1","TERF2","Activation","19783902"
"7436","SP1","TERT","Activation","18754863;21132266;21553143"
"7437","SP1","TERT","Unknown","10637317;14611815;18093727;19843528;19912441"
"7438","SP1","TF","Unknown","8548503"
"7439","SP1","TFPI2","Unknown","12446683"
"7440","SP1","TGFA","Unknown","10828826"
"7441","SP1","TGFB1","Activation","9580699"
"7442","SP1","TGFB1","Unknown","22415074;2808430"
"7443","SP1","TGFBR2","Unknown","10982796;11687969"
"7444","SP1","TGM4","Unknown","10580145"
"7445","SP1","TH","Unknown","20124442"
"7446","SP1","THBD","Activation","22406829"
"7447","SP1","THBD","Unknown","11036068"
"7448","SP1","TICAM1","Repression","14960149"
"7449","SP1","TIMP1","Activation","11830330"
"7450","SP1","TIMP1","Unknown","15048879;22415074"
"7451","SP1","TIMP2","Unknown","10764764"
"7452","SP1","TIMP3","Activation","15468069"
"7453","SP1","TIMP3","Unknown","20056610"
"7454","SP1","TINF2","Unknown","9399940"
"7455","SP1","TK1","Activation","10502302"
"7456","SP1","TLR2","Activation","18423053"
"7457","SP1","TLR2","Unknown","18583567"
"7458","SP1","TMPO","Activation","19747485"
"7459","SP1","TNC","Activation","15001984"
"7460","SP1","TNC","Unknown","10618716;16245312"
"7461","SP1","TNF","Activation","10688670;10913190"
"7462","SP1","TNF","Repression","12759366"
"7463","SP1","TNFRSF10B","Activation","20515942"
"7464","SP1","TNFRSF10B","Unknown","18097593;20354117"
"7465","SP1","TNFSF10","Repression","21603612"
"7466","SP1","TNFSF14","Activation","12215452"
"7467","SP1","TNNI3","Unknown","10652194"
"7468","SP1","TPMT","Unknown","20350137"
"7469","SP1","TYMP","Unknown","17805539"
"7470","SP1","TYMS","Unknown","10875244;9218479"
"7471","SP1","UBC","Unknown","19733223"
"7472","SP1","UGCG","Activation","15342415"
"7473","SP1","UGDH","Activation","16002992"
"7474","SP1","UGDH","Unknown","12682078"
"7475","SP1","UGT1A4","Activation","19546240"
"7476","SP1","UGT2B15","Unknown","20070244"
"7477","SP1","USP7","Unknown","7642633"
"7478","SP1","UTRN","Activation","11237613"
"7479","SP1","VAMP2","Activation","8774732"
"7480","SP1","VDR","Unknown","15664452"
"7481","SP1","VEGFA","Activation","10581162;12429844;15217947;15342781;16540671;16982770;21115498"
"7482","SP1","VEGFA","Repression","11559575"
"7483","SP1","VEGFA","Unknown","10816575;11731421;12560084;14647449;18575762;23369005;8910439"
"7484","SP1","VIM","Activation","12771217"
"7485","SP1","WAS","Unknown","10066431"
"7486","SP1","WIF1","Repression","18701434"
"7487","SP1","WRN","Unknown","11896071"
"7488","SP1","WT1","Activation","18064385"
"7489","SP1","XIAP","Activation","17121920"
"7490","SP1","XPC","Unknown","19934262;21507255"
"7491","SP1","YY1","Activation","22553354"
"7492","SP100","ETS1","Repression","15247905"
"7493","SP2","CD14","Unknown","11698458"
"7494","SP2","CEACAM1","Repression","15126343"
"7495","SP2","DNMT3A","Activation","15362956"
"7496","SP2","DNMT3B","Activation","15362956"
"7497","SP2","HSD17B2","Repression","18270252"
"7498","SP2","MAT2A","Unknown","11124935"
"7499","SP2","MMP9","Repression","17071613"
"7500","SP2","PAPSS2","Unknown","11931653"
"7501","SP2","TRA","Unknown","1341900"
"7502","SP3","ABCA1","Repression","15922656"
"7503","SP3","ABCA1","Unknown","10884428"
"7504","SP3","ACE","Unknown","14679188"
"7505","SP3","AGTR1","Unknown","15507319"
"7506","SP3","ALOX12","Activation","9164849"
"7507","SP3","ALPL","Activation","11073119"
"7508","SP3","ATP2A2","Unknown","14613864"
"7509","SP3","BIRC5","Unknown","22334592"
"7510","SP3","BPI","Unknown","14623259"
"7511","SP3","BSG","Activation","11814679"
"7512","SP3","BTK","Unknown","10362515"
"7513","SP3","CA9","Unknown","12615703"
"7514","SP3","CBS","Unknown","11415440"
"7515","SP3","CCND1","Unknown","22334592"
"7516","SP3","CD14","Unknown","11698458"
"7517","SP3","CD2AP","Activation","21604172"
"7518","SP3","CD83","Unknown","12182451"
"7519","SP3","ADGRE5","Activation","18329191"
"7520","SP3","CDH2","Unknown","15541732"
"7521","SP3","CDKN1A","Activation","12434298"
"7522","SP3","CDKN1A","Repression","12773551"
"7523","SP3","CDKN1A","Unknown","10485470;10649433"
"7524","SP3","CDKN2A","Unknown","10649433;17370299"
"7525","SP3","CDKN2B","Unknown","10649433;7592908"
"7526","SP3","CENPH","Activation","22682030"
"7527","SP3","CETP","Repression","10669650"
"7528","SP3","CETP","Unknown","12730302"
"7529","SP3","CFTR","Unknown","16877677"
"7530","SP3","CHRNB4","Unknown","10771000"
"7531","SP3","COL11A2","Activation","16734381"
"7532","SP3","COL1A1","Unknown","10082137"
"7533","SP3","COL2A1","Activation","12888570"
"7534","SP3","COL2A1","Repression","18065760"
"7535","SP3","CTSB","Unknown","10701774"
"7536","SP3","CTSL","Activation","11742542"
"7537","SP3","CYP17A1","Unknown","11463853"
"7538","SP3","CYP27A1","Activation","11867220"
"7539","SP3","CYP2F1","Unknown","15860659"
"7540","SP3","CYP3A5","Unknown","11485307"
"7541","SP3","CYP3A7","Unknown","11495920"
"7542","SP3","CYP46A1","Unknown","20930312"
"7543","SP3","DMRT1","Unknown","11870074"
"7544","SP3","DNASE2","Activation","12694199"
"7545","SP3","DNMT3A","Unknown","15362956"
"7546","SP3","DNMT3B","Unknown","15362956"
"7547","SP3","EAPP","Repression","18588995"
"7548","SP3","ERBB2","Activation","22553354"
"7549","SP3","ETF1","Repression","14563555"
"7550","SP3","F2R","Unknown","9494121"
"7551","SP3","FBLN1","Unknown","11829738"
"7552","SP3","FBP1","Unknown","11023824"
"7553","SP3","FGFR3","Unknown","22334592"
"7554","SP3","FOXP3","Repression","20462637"
"7555","SP3","GDF5","Unknown","24861163"
"7556","SP3","GIPR","Unknown","16087722"
"7557","SP3","HBEGF","Activation","22641673"
"7558","SP3","HDAC4","Activation","16280357"
"7559","SP3","HGF","Activation","9223667"
"7560","SP3","HMGA2","Unknown","11802722"
"7561","SP3","HOXB7","Unknown","12697323"
"7562","SP3","HSD17B2","Activation","16807381;18270252"
"7563","SP3","ID4","Repression","9516472"
"7564","SP3","IGFBP1","Unknown","8776721"
"7565","SP3","IGFBP3","Activation","12200149"
"7566","SP3","IGFBP4","Unknown","14767471"
"7567","SP3","ITGA2","Unknown","11238113"
"7568","SP3","ITGAD","Activation","10722744"
"7569","SP3","ITGAV","Unknown","12136940"
"7570","SP3","KDR","Activation","16574784"
"7571","SP3","KDR","Repression","16678129"
"7572","SP3","KLK3","Activation","15708372"
"7573","SP3","LAMA1","Unknown","17141338"
"7574","SP3","LCAT","Unknown","9610763"
"7575","SP3","CNMD","Activation","15107420"
"7576","SP3","LOR","Repression","12200429"
"7577","SP3","LPL","Activation","9788252"
"7578","SP3","LPL","Unknown","18793716"
"7579","SP3","LTC4S","Unknown","10919991"
"7580","SP3","MAOB","Unknown","11259630"
"7581","SP3","MAT2A","Unknown","11124935"
"7582","SP3","MICB","Unknown","23527639"
"7583","SP3","MMP2","Unknown","15317818"
"7584","SP3","MSH6","Activation","14585961"
"7585","SP3","MUC2","Unknown","11212251"
"7586","SP3","MUC4","Unknown","11418607"
"7587","SP3","MUC6","Activation","15979574"
"7588","SP3","MYCN","Activation","14567977"
"7589","SP3","NFKB1","Activation","20538607"
"7590","SP3","NKX2-1","Unknown","10684967"
"7591","SP3","NOS3","Activation","14555463"
"7592","SP3","NOX4","Activation","21235713"
"7593","SP3","OPRM1","Activation","11675004"
"7594","SP3","PADI1","Activation","17851584"
"7595","SP3","PADI3","Unknown","16671893"
"7596","SP3","PLAT","Unknown","21437359"
"7597","SP3","PLAUR","Unknown","16261846"
"7598","SP3","RASSF1","Activation","19450668"
"7599","SP3","RECK","Unknown","16377629"
"7600","SP3","RELA","Activation","20538607"
"7601","SP3","RORA","Activation","14742449"
"7602","SP3","SCT","Unknown","15118068"
"7603","SP3","SCTR","Unknown","14645499"
"7604","SP3","SLC19A3","Activation","15217784"
"7605","SP3","SLC1A3","Unknown","14713304"
"7606","SP3","SLC9A2","Unknown","17561809"
"7607","SP3","SOCS3","Unknown","10570957"
"7608","SP3","SOX18","Repression","18496767"
"7609","SP3","TCN2","Unknown","9774437"
"7610","SP3","TFF1","Activation","18543253"
"7611","SP3","TFF2","Repression","23000412"
"7612","SP3","TGM4","Unknown","10580145"
"7613","SP3","TIMP1","Unknown","11830330"
"7614","SP3","TIMP2","Unknown","10764764"
"7615","SP3","TPMT","Unknown","20350137"
"7616","SP3","TRA","Unknown","1341900"
"7617","SP3","TYMP","Unknown","17805539"
"7618","SP3","UBC","Unknown","19733223"
"7619","SP3","UTRN","Activation","11237613"
"7620","SP3","VEGFA","Unknown","10816575;14647449"
"7621","SP3","YY1","Activation","22553354"
"7622","SP4","ASS1","Activation","19934275"
"7623","SP4","BIRC5","Unknown","22334592"
"7624","SP4","CCND1","Unknown","22334592"
"7625","SP4","ERBB2","Activation","22553354"
"7626","SP4","FGFR3","Unknown","22334592"
"7627","SP4","KDR","Activation","16574784"
"7628","SP4","KDR","Repression","16678129"
"7629","SP4","MAOB","Activation","11259630"
"7630","SP4","NFKB1","Activation","20538607"
"7631","SP4","PDE6B","Unknown","11438531"
"7632","SP4","RELA","Activation","20538607"
"7633","SP4","YY1","Activation","22553354"
"7634","SP7","COL11A2","Activation","16734381"
"7635","SPDEF","AGR2","Activation","19786015"
"7636","SPDEF","CDH1","Activation","23449978"
"7637","SPDEF","KLK3","Unknown","16237704;17483333"
"7638","SPDEF","MMP9","Repression","20550708;22761428"
"7639","SPDEF","MUC2","Activation","19786015"
"7640","SPDEF","PLAUR","Repression","12907642"
"7641","SPDEF","RETNLB","Activation","19786015"
"7642","SPDEF","SERPINB5","Activation","12907642"
"7643","SPDEF","SPINK4","Activation","19786015"
"7644","SPDEF","SQSTM1","Activation","12700667"
"7645","SPEN","DMPK","Activation","21637295"
"7646","SPEN","NCOR2","Unknown","11331609"
"7647","SPI1","ACP5","Activation","11481336"
"7648","SPI1","ALOX15","Activation","16320347"
"7649","SPI1","BCL6","Repression","19564417"
"7650","SPI1","BPI","Unknown","14623259"
"7651","SPI1","BTK","Unknown","10362515"
"7652","SPI1","CCL2","Activation","24429361"
"7653","SPI1","CCL5","Unknown","10760799"
"7654","SPI1","CD163","Unknown","10725797"
"7655","SPI1","CD22","Unknown","15892171"
"7656","SPI1","CD40","Activation","10823830"
"7657","SPI1","CD68","Repression","12676954"
"7658","SPI1","CLEC4G","Activation","19111020"
"7659","SPI1","CSF1","Unknown","9632776"
"7660","SPI1","CSF2RA","Unknown","7565736"
"7661","SPI1","CSF3R","Activation","7964503"
"7662","SPI1","CSF3R","Unknown","10453008"
"7663","SPI1","CTSG","Unknown","16019164"
"7664","SPI1","CTSK","Unknown","15304486"
"7665","SPI1","CTSS","Activation","16365419"
"7666","SPI1","CXCR1","Activation","9867862"
"7667","SPI1","CYBB","Activation","9593745"
"7668","SPI1","CYBB","Unknown","10233904"
"7669","SPI1","DAPK2","Unknown","24038216"
"7670","SPI1","ELANE","Unknown","14732495;16247445"
"7671","SPI1","ERAP2","Unknown","15691326"
"7672","SPI1","FCER1A","Activation","11971001"
"7673","SPI1","FCER1A","Unknown","24639354"
"7674","SPI1","FCGR1A","Unknown","10820245;14734612"
"7675","SPI1","FES","Unknown","7624145;8657143"
"7676","SPI1","FLI1","Unknown","10523830"
"7677","SPI1","GATA1","Activation","20304827"
"7678","SPI1","GATA1","Unknown","11001896"
"7679","SPI1","HCK","Unknown","21993313"
"7680","SPI1","IFIT3","Activation","21176776"
"7681","SPI1","JCHAIN","Unknown","8406004"
"7682","SPI1","IL12B","Unknown","11254706"
"7683","SPI1","IL18","Unknown","14991611"
"7684","SPI1","IL1B","Activation","17386941"
"7685","SPI1","IL1B","Unknown","10801783"
"7686","SPI1","IL5","Activation","19487701"
"7687","SPI1","ITGA2B","Unknown","9305885"
"7688","SPI1","ITGAM","Activation","15163413;8095266;9295016"
"7689","SPI1","ITGAX","Repression","9295016"
"7690","SPI1","ITGAX","Unknown","7678251"
"7691","SPI1","ITGB2","Activation","9295016"
"7692","SPI1","ITGB2","Unknown","8670251"
"7693","SPI1","MACROD1","Repression","19698236"
"7694","SPI1","MAPK1","Repression","22075620"
"7695","SPI1","MME","Unknown","15892171"
"7696","SPI1","MNDA","Unknown","8809111"
"7697","SPI1","MS4A1","Unknown","11226004;15892171;19769942"
"7698","SPI1","MSR1","Unknown","7777517"
"7699","SPI1","NCF2","Activation","10570299"
"7700","SPI1","NCF2","Unknown","20025940"
"7701","SPI1","NSFL1C","Unknown","10542290"
"7702","SPI1","P2RY10","Unknown","10567398"
"7703","SPI1","PARG","Repression","19076642"
"7704","SPI1","PEBP1","Activation","9334192"
"7705","SPI1","PRG2","Activation","12202480"
"7706","SPI1","PRTN3","Unknown","10677505"
"7707","SPI1","PTGIR","Activation","19118563"
"7708","SPI1","RNASE2","Activation","9490699"
"7709","SPI1","SCARB1","Unknown","8007948"
"7710","SPI1","SCARB2","Unknown","8007948"
"7711","SPI1","STAT3","Unknown","24429361"
"7712","SPI1","TLR4","Activation","16785240;20956019"
"7713","SPI1","TLR4","Unknown","10734131"
"7714","SPI1","TNF","Unknown","10748079"
"7715","SPI1","TNFRSF11A","Unknown","16083856"
"7716","SPI1","WAS","Unknown","10066431"
"7717","SPI1","ZNF300","Unknown","20471086"
"7718","SPIB","CD40","Activation","10823830"
"7719","SPIB","IRF7","Repression","22698399"
"7720","SPIC","IL4","Activation","16647686"
"7721","SRCAP","KLK3","Activation","20432434"
"7722","SRCAP","PCK2","Unknown","11522779"
"7723","SREBF1","ACACB","Unknown","12764144"
"7724","SREBF1","ACLY","Activation","10777536"
"7725","SREBF1","APOA5","Repression","15317819"
"7726","SREBF1","APOA5","Unknown","16448983"
"7727","SREBF1","AR","Unknown","20071336"
"7728","SREBF1","BCL2L1","Repression","16091421"
"7729","SREBF1","CAV1","Repression","19808659"
"7730","SREBF1","CETP","Unknown","10393213"
"7731","SREBF1","CIC","Unknown","17350599"
"7732","SREBF1","FABP6","Unknown","11684682"
"7733","SREBF1","FAS","Activation","18420801"
"7734","SREBF1","FAS","Unknown","12531699;20173757;9300785"
"7735","SREBF1","FASN","Unknown","10520861;11790787;17449569"
"7736","SREBF1","FDFT1","Unknown","11008488;11111077"
"7737","SREBF1","FDPS","Unknown","8798690"
"7738","SREBF1","HK2","Unknown","14747281"
"7739","SREBF1","HMOX1","Unknown","17452746"
"7740","SREBF1","IRS2","Repression","15881188;16091421"
"7741","SREBF1","LDLR","Activation","22153697"
"7742","SREBF1","LDLR","Unknown","12180145"
"7743","SREBF1","LPIN1","Unknown","19553673"
"7744","SREBF1","LRP1","Repression","20980003"
"7745","SREBF1","NR0B2","Activation","15123650"
"7746","SREBF1","PCK1","Repression","14744869"
"7747","SREBF1","PCSK9","Activation","17921436"
"7748","SREBF1","PDX1","Repression","16091421"
"7749","SREBF1","PPARG","Unknown","10409739"
"7750","SREBF1","SCD","Unknown","11414710"
"7751","SREBF1","SCD5","Activation","22510410"
"7752","SREBF1","THRSP","Unknown","22672904"
"7753","SREBF2","ABCA1","Repression","15922656;16901265"
"7754","SREBF2","ABCG5","Repression","21123766"
"7755","SREBF2","ABCG8","Repression","21123766"
"7756","SREBF2","ACOT7","Activation","16335799"
"7757","SREBF2","FABP6","Unknown","11684682"
"7758","SREBF2","FAS","Unknown","9300785"
"7759","SREBF2","FDFT1","Unknown","11008488;11111077"
"7760","SREBF2","FDPS","Unknown","20450493"
"7761","SREBF2","HMGCR","Activation","17448444"
"7762","SREBF2","HMGCR","Unknown","19288057"
"7763","SREBF2","HNF4A","Repression","19179483"
"7764","SREBF2","LDLR","Activation","16697011;17448444;21123766;22153697"
"7765","SREBF2","LIPC","Unknown","15721010"
"7766","SREBF2","LRP1","Repression","16697011;20980003"
"7767","SREBF2","MTTP","Repression","10455139"
"7768","SREBF2","NPC1L1","Activation","21123766"
"7769","SREBF2","NPC1L1","Unknown","20460578;21527728"
"7770","SREBF2","PCSK9","Activation","17448444;17921436;21123766;22288532"
"7771","SREBF2","PON1","Activation","20728021"
"7772","SREBF2","PON2","Activation","19497963"
"7773","SREBF2","PPARG","Unknown","10409739"
"7774","SREBF2","PRSS8","Unknown","16806080"
"7775","SRF","ACTA1","Unknown","15623502"
"7776","SRF","CFTR","Unknown","16170155"
"7777","SRF","CREB1","Repression","1531519"
"7778","SRF","DMD","Unknown","9032300"
"7779","SRF","FHL2","Unknown","22456196"
"7780","SRF","FOS","Activation","10742173;9734357"
"7781","SRF","FOS","Unknown","11846562;2200737;2493627"
"7782","SRF","FOSL1","Activation","15806162"
"7783","SRF","FXN","Unknown","20808827"
"7784","SRF","HMGXB4","Unknown","20511232"
"7785","SRF","HMGXB4","Unknown","20511232"
"7786","SRF","KPNA1","Unknown","21131446"
"7787","SRF","KPNB1","Unknown","21131446"
"7788","SRF","LMO7","Unknown","21670154"
"7789","SRF","MCL1","Unknown","9880563"
"7790","SRF","MMP14","Activation","12654640"
"7791","SRF","MMP2","Activation","12654640"
"7792","SRF","MMP9","Unknown","19724058"
"7793","SRF","MYL9","Unknown","19724058"
"7794","SRF","PLAU","Activation","15514113"
"7795","SRF","PLG","Activation","15514113"
"7796","SRF","PRRX1","Unknown","18604245"
"7797","SRF","SAMD4A","Activation","16814806"
"7798","SRF","SERPINE1","Repression","15514113"
"7799","SRF","SMN1","Activation","15550677"
"7800","SRF","TAGLN","Activation","14970199"
"7801","SRF","UBE2S","Activation","18780286"
"7802","SRSF1","MYC","Unknown","22545246"
"7803","SRSF1","NFKB1","Repression","19183244"
"7804","SRY","ETV2","Activation","22613723"
"7805","SRY","NFKBIB","Unknown","12475944"
"7806","SRY","PROM1","Unknown","21947321"
"7807","SRY","SOX9","Activation","11980203;19513096;19753101;22215485;22613723"
"7808","SRY","SOX9","Unknown","21408189;21412441"
"7809","SRY","TH","Unknown","20124442;22568433"
"7810","SRY","WDR5","Activation","22523547"
"7811","SSB","HAP1","Repression","11781104"
"7812","SSB","LAMB1","Activation","21896617"
"7813","SSB","XIAP","Unknown","10848591"
"7814","SSX2","MMP2","Unknown","15781633"
"7815","STAT1","ACAT1","Unknown","18000807"
"7816","STAT1","APP","Unknown","9841227"
"7817","STAT1","BAX","Unknown","17346710"
"7818","STAT1","CCL2","Unknown","12388243;17167270"
"7819","STAT1","CCL3","Activation","16628196"
"7820","STAT1","CCR1","Activation","16628196"
"7821","STAT1","CD22","Activation","12855573"
"7822","STAT1","CD40","Activation","10823830;15182726"
"7823","STAT1","CD40LG","Activation","12855573"
"7824","STAT1","CD86","Unknown","10773351"
"7825","STAT1","CDKN1A","Activation","10023678"
"7826","STAT1","CEBPE","Activation","16918696"
"7827","STAT1","CFTR","Activation","19061877"
"7828","STAT1","CFTR","Repression","19061877"
"7829","STAT1","CHAT","Unknown","12425940"
"7830","STAT1","CIITA","Activation","11397960;11464288;12847226;9491997"
"7831","STAT1","CIITA","Unknown","10202014;15247301;9551976"
"7832","STAT1","CTSB","Unknown","11556541"
"7833","STAT1","CTSL","Unknown","11556541"
"7834","STAT1","CXCL10","Repression","22022583"
"7835","STAT1","CXCL10","Unknown","19479051;23153456"
"7836","STAT1","EDN1","Activation","20217138"
"7837","STAT1","EGFR","Unknown","10558875;22693070"
"7838","STAT1","FAS","Unknown","16317104"
"7839","STAT1","FCGR1A","Unknown","14734612"
"7840","STAT1","FCGRT","Repression","18566411"
"7841","STAT1","FGF2","Activation","23086340"
"7842","STAT1","FGF2","Repression","23086340"
"7843","STAT1","FGFR3","Repression","16410555"
"7844","STAT1","FOXP3","Unknown","19124747"
"7845","STAT1","GAST","Activation","20568281"
"7846","STAT1","GAST","Unknown","20949125"
"7847","STAT1","GLS","Unknown","22479354"
"7848","STAT1","HLA-E","Unknown","11137213"
"7849","STAT1","HMOX1","Activation","19129475"
"7850","STAT1","HSP90AA1","Repression","12940076"
"7851","STAT1","ICAM1","Activation","12651068;9888295;9990314"
"7852","STAT1","IFIT3","Unknown","17050680"
"7853","STAT1","IFNA1","Repression","18616672"
"7854","STAT1","IFNA1","Unknown","17050680"
"7855","STAT1","IFNB1","Repression","19096445"
"7856","STAT1","IFNG","Activation","13678429"
"7857","STAT1","IFNG","Repression","15055356;18616672"
"7858","STAT1","IFNG","Unknown","16195385;20004484"
"7859","STAT1","IFNLR1","Unknown","20372826"
"7860","STAT1","IL10","Unknown","20709027"
"7861","STAT1","IL1B","Activation","17386941"
"7862","STAT1","IL1R1","Unknown","15972639"
"7863","STAT1","IL27","Unknown","22761702"
"7864","STAT1","IL2RA","Unknown","10068671;12244150"
"7865","STAT1","IL6","Repression","18616672"
"7866","STAT1","IRF1","Activation","18497060;18694960;8647845"
"7867","STAT1","IRF1","Repression","22002246"
"7868","STAT1","IRF1","Unknown","10068671;10764778;12077266;18401423;24478085"
"7869","STAT1","IRF7","Activation","16628196"
"7870","STAT1","IRF8","Activation","16918696;19074829"
"7871","STAT1","IVL","Repression","10585866"
"7872","STAT1","JAK2","Activation","21239533"
"7873","STAT1","KRT17","Activation","21796151"
"7874","STAT1","LCN2","Unknown","24391115"
"7875","STAT1","LY96","Activation","21572044"
"7876","STAT1","MMP13","Repression","17179173"
"7877","STAT1","MMP9","Repression","19965686"
"7878","STAT1","MUC1","Activation","17151127"
"7879","STAT1","MUC4","Activation","19757157;22537161"
"7880","STAT1","MVP","Activation","16418217"
"7881","STAT1","NOS2","Activation","12586443"
"7882","STAT1","NOS2","Unknown","16318585"
"7883","STAT1","NOX1","Unknown","19834108"
"7884","STAT1","NOX4","Unknown","19834108"
"7885","STAT1","NOX5","Activation","22348975"
"7886","STAT1","NR1H4","Repression","19393742"
"7887","STAT1","OPRM1","Activation","15448191"
"7888","STAT1","PIM1","Unknown","10068671"
"7889","STAT1","PLSCR1","Unknown","16260419"
"7890","STAT1","PML","Activation","21115099;22589541"
"7891","STAT1","PML","Unknown","15519999"
"7892","STAT1","PPARA","Activation","24242046"
"7893","STAT1","PRKCE","Repression","24825907"
"7894","STAT1","PSMB9","Unknown","10764778;10921891;16703666;9632673"
"7895","STAT1","PTGS2","Activation","12586443"
"7896","STAT1","PTGS2","Unknown","10433370;16685393"
"7897","STAT1","S100A10","Activation","12645529"
"7898","STAT1","SCARB1","Unknown","17998316"
"7899","STAT1","SMARCA4","Unknown","16195385"
"7900","STAT1","SOCS3","Unknown","19115200"
"7901","STAT1","STAT2","Activation","16918696"
"7902","STAT1","STAT3","Unknown","22693070"
"7903","STAT1","TAP1","Unknown","15778351;9632673"
"7904","STAT1","TBX21","Unknown","18414429"
"7905","STAT1","TIMP1","Unknown","11918744"
"7906","STAT1","TLR3","Activation","16628196"
"7907","STAT1","TNFSF13B","Unknown","23271704"
"7908","STAT1","TP53","Activation","14602726"
"7909","STAT1","TP53","Unknown","24655378"
"7910","STAT1","UPP1","Activation","20544543"
"7911","STAT1","VIP","Unknown","12425940"
"7912","STAT1","XAF1","Unknown","18035482"
"7913","STAT2","CCL2","Unknown","17167270"
"7914","STAT2","IFIT3","Unknown","19351818;20403236"
"7915","STAT2","IFNA1","Unknown","15827155"
"7916","STAT2","IRF1","Activation","8647845"
"7917","STAT2","NOS2","Activation","12586443"
"7918","STAT2","PML","Unknown","17062732"
"7919","STAT2","PTGS2","Activation","12586443"
"7920","STAT2","RCAN1","Unknown","22426484"
"7921","STAT2","SCARB1","Unknown","17998316"
"7922","STAT2","SCARB2","Unknown","17998316"
"7923","STAT2","STAT1","Unknown","21498520"
"7924","STAT3","A2M","Unknown","11466367"
"7925","STAT3","ABCA1","Unknown","19783654"
"7926","STAT3","AKAP12","Activation","22584896"
"7927","STAT3","AKT1","Unknown","16007214"
"7928","STAT3","AR","Unknown","23906537"
"7929","STAT3","BCL2","Activation","15184887;15805299;18839277;19926637;21435102;22504301"
"7930","STAT3","BCL2","Repression","22313388"
"7931","STAT3","BCL2","Unknown","18320073;20043094;20446017;21172343;21344490;21385902"
"7932","STAT3","BCL2L1","Activation","11369651;15184887;15805299;16651438;17880940;20069389;21435102"
"7933","STAT3","BCL2L1","Repression","20067773"
"7934","STAT3","BCL2L1","Unknown","15469392;16384639;18222423;18790750;20654581;21172343;21344490"
"7935","STAT3","BCL6","Activation","20228272;23716595"
"7936","STAT3","BIRC5","Activation","15184887;16651438;17880940;19284568;19880237"
"7937","STAT3","BIRC5","Unknown","15469392;20826784;21344490"
"7938","STAT3","CCL11","Activation","19265112"
"7939","STAT3","CCL11","Unknown","20169197"
"7940","STAT3","CCL2","Activation","24429361"
"7941","STAT3","CCND1","Activation","16651438;19880237;19926637;21435102;22218594"
"7942","STAT3","CCND1","Repression","19880237;22313388"
"7943","STAT3","CCND1","Unknown","12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490"
"7944","STAT3","CCND2","Unknown","12147685"
"7945","STAT3","CCND3","Activation","15184887"
"7946","STAT3","CD46","Activation","17699108"
"7947","STAT3","CDH1","Unknown","18320073;22205702"
"7948","STAT3","CDK4","Activation","22218594"
"7949","STAT3","CDKN1A","Activation","10023678;15286705"
"7950","STAT3","CDKN1A","Unknown","16923815;18320073;20654581"
"7951","STAT3","CDKN1B","Unknown","18320073"
"7952","STAT3","CFB","Activation","22169226"
"7953","STAT3","CFLAR","Unknown","18222423"
"7954","STAT3","CHI3L1","Activation","21953450"
"7955","STAT3","CISH","Activation","14630083"
"7956","STAT3","COPS5","Unknown","21689417"
"7957","STAT3","CRP","Activation","12667216;20978825;23361365"
"7958","STAT3","CRP","Unknown","18292576"
"7959","STAT3","CSRP1","Activation","8621622"
"7960","STAT3","CSRP1","Unknown","18292576"
"7961","STAT3","CTGF","Repression","21245987"
"7962","STAT3","CXCL8","Unknown","17726017"
"7963","STAT3","CYP19A1","Unknown","15072557"
"7964","STAT3","CYR61","Unknown","22401280"
"7965","STAT3","DDIT3","Repression","23288901"
"7966","STAT3","DIRAS3","Unknown","23604529"
"7967","STAT3","DNMT1","Activation","16861352;21944426"
"7968","STAT3","DNMT1","Unknown","19887607;23604529"
"7969","STAT3","EGFR","Activation","21590492;23504318"
"7970","STAT3","EPAS1","Unknown","23991099"
"7971","STAT3","ESR2","Activation","21546410"
"7972","STAT3","ETV6","Activation","15229229"
"7973","STAT3","F2R","Activation","23504318"
"7974","STAT3","FAAH","Activation","12556536"
"7975","STAT3","FAS","Activation","15223310"
"7976","STAT3","FAS","Repression","16651438;22313388"
"7977","STAT3","FGF1","Repression","14673954"
"7978","STAT3","FGF2","Activation","21418908;23086340"
"7979","STAT3","FGF2","Unknown","16540670"
"7980","STAT3","FGG","Activation","11460505"
"7981","STAT3","FGL1","Unknown","19304666"
"7982","STAT3","FLT3","Activation","16418395"
"7983","STAT3","FOS","Activation","12600988;14737107;17204573"
"7984","STAT3","GAST","Activation","20568281"
"7985","STAT3","GAST","Unknown","20949125"
"7986","STAT3","GFAP","Activation","21833841"
"7987","STAT3","GFAP","Unknown","11740937"
"7988","STAT3","GREB1","Unknown","23056300"
"7989","STAT3","HAMP","Activation","18671304"
"7990","STAT3","HAMP","Unknown","16835372"
"7991","STAT3","HGF","Activation","12168776"
"7992","STAT3","HGF","Unknown","23954444"
"7993","STAT3","HIF1A","Activation","17597020;18644974;19265129"
"7994","STAT3","HIF1A","Unknown","23991099"
"7995","STAT3","HMOX1","Activation","19129475"
"7996","STAT3","HP","Unknown","17645497"
"7997","STAT3","HSPA4","Activation","19754877"
"7998","STAT3","HSPB1","Activation","14715258"
"7999","STAT3","ICAM1","Unknown","23690481;8675499"
"8000","STAT3","IFNAR1","Activation","18550668"
"8001","STAT3","IFNG","Repression","18616672"
